qseqid	sseqid	pident	length	qlen	slen	qcovs	evalue	bitscore	stitle	source
g13247.t1	tr|A0AAD7YKG9|A0AAD7YKG9_MYTSE	24.194	248	259	2104	95	7.13e-05	55.1	tr|A0AAD7YKG9|A0AAD7YKG9_MYTSE Sodium channel protein OS=Mythimna separata OX=271217 GN=PYW07_005940 PE=3 SV=1	TrEMBL
g13247.t1	tr|A0A9J7J0G0|A0A9J7J0G0_SPOLT	94.309	246	259	2042	95	4.50e-146	460	tr|A0A9J7J0G0|A0A9J7J0G0_SPOLT Sodium channel protein OS=Spodoptera litura OX=69820 GN=LOC111364596 PE=3 SV=1	TrEMBL
g13247.t1	tr|A0A9J7J0G0|A0A9J7J0G0_SPOLT	24.194	248	259	2042	95	6.21e-05	55.1	tr|A0A9J7J0G0|A0A9J7J0G0_SPOLT Sodium channel protein OS=Spodoptera litura OX=69820 GN=LOC111364596 PE=3 SV=1	TrEMBL
g13247.t1	tr|A0A9R0DQE4|A0A9R0DQE4_SPOFR	94.309	246	259	2242	95	8.85e-146	460	tr|A0A9R0DQE4|A0A9R0DQE4_SPOFR Sodium channel protein OS=Spodoptera frugiperda OX=7108 GN=LOC118265942 PE=3 SV=1	TrEMBL
g13247.t1	tr|A0A9R0DQE4|A0A9R0DQE4_SPOFR	24.194	248	259	2242	95	5.86e-05	55.5	tr|A0A9R0DQE4|A0A9R0DQE4_SPOFR Sodium channel protein OS=Spodoptera frugiperda OX=7108 GN=LOC118265942 PE=3 SV=1	TrEMBL
g13248.t1	tr|R7UBV4|R7UBV4_CAPTE	32.812	128	151	169	85	1.10e-11	68.9	tr|R7UBV4|R7UBV4_CAPTE Uncharacterized protein OS=Capitella teleta OX=283909 PE=4 SV=1	TrEMBL
g13248.t1	tr|R7UBV4|R7UBV4_CAPTE	35.345	116	151	169	85	2.25e-11	68.2	tr|R7UBV4|R7UBV4_CAPTE Uncharacterized protein OS=Capitella teleta OX=283909 PE=4 SV=1	TrEMBL
g13248.t1	tr|R7UBV4|R7UBV4_CAPTE	35.354	99	151	169	85	2.16e-07	57.4	tr|R7UBV4|R7UBV4_CAPTE Uncharacterized protein OS=Capitella teleta OX=283909 PE=4 SV=1	TrEMBL
g13248.t1	tr|R7UBV4|R7UBV4_CAPTE	35.802	81	151	169	85	6.66e-04	48.1	tr|R7UBV4|R7UBV4_CAPTE Uncharacterized protein OS=Capitella teleta OX=283909 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ABD3WN82|A0ABD3WN82_SINWO	32.110	109	151	328	72	3.83e-10	67.0	tr|A0ABD3WN82|A0ABD3WN82_SINWO Uncharacterized protein OS=Sinanodonta woodiana OX=1069815 GN=ACJMK2_033381 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ABD3WN82|A0ABD3WN82_SINWO	29.358	109	151	328	72	8.25e-07	57.4	tr|A0ABD3WN82|A0ABD3WN82_SINWO Uncharacterized protein OS=Sinanodonta woodiana OX=1069815 GN=ACJMK2_033381 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0AAE1NJI3|A0AAE1NJI3_9EUCA	31.667	120	151	795	79	9.01e-08	60.5	tr|A0AAE1NJI3|A0AAE1NJI3_9EUCA Uncharacterized protein OS=Petrolisthes manimaculis OX=1843537 GN=Pmani_036490 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0AAE1NJI3|A0AAE1NJI3_9EUCA	32.432	111	151	795	79	1.01e-07	60.5	tr|A0AAE1NJI3|A0AAE1NJI3_9EUCA Uncharacterized protein OS=Petrolisthes manimaculis OX=1843537 GN=Pmani_036490 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0AAE1NJI3|A0AAE1NJI3_9EUCA	31.667	120	151	795	79	1.51e-07	60.1	tr|A0AAE1NJI3|A0AAE1NJI3_9EUCA Uncharacterized protein OS=Petrolisthes manimaculis OX=1843537 GN=Pmani_036490 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0AAE1NJI3|A0AAE1NJI3_9EUCA	31.818	110	151	795	79	1.00e-05	54.7	tr|A0AAE1NJI3|A0AAE1NJI3_9EUCA Uncharacterized protein OS=Petrolisthes manimaculis OX=1843537 GN=Pmani_036490 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.891	119	151	4976	90	4.05e-07	58.9	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.891	119	151	4976	90	4.05e-07	58.9	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.210	119	151	4976	90	2.00e-06	57.0	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.210	119	151	4976	90	2.00e-06	57.0	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.050	119	151	4976	90	2.24e-06	56.6	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.050	119	151	4976	90	2.24e-06	56.6	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.050	119	151	4976	90	2.24e-06	56.6	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.050	119	151	4976	90	2.24e-06	56.6	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.891	119	151	4976	90	2.40e-06	56.6	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.891	119	151	4976	90	2.40e-06	56.6	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.050	119	151	4976	90	4.26e-06	55.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.050	119	151	4976	90	4.26e-06	55.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.050	119	151	4976	90	4.26e-06	55.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.050	119	151	4976	90	4.26e-06	55.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.370	119	151	4976	90	5.63e-06	55.5	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.210	119	151	4976	90	7.58e-06	55.1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.210	119	151	4976	90	1.18e-05	54.7	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.210	119	151	4976	90	1.18e-05	54.7	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.050	119	151	4976	90	1.32e-05	54.3	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.050	119	151	4976	90	1.32e-05	54.3	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.050	119	151	4976	90	1.32e-05	54.3	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.050	119	151	4976	90	1.32e-05	54.3	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.210	119	151	4976	90	1.48e-05	54.3	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.893	112	151	4976	90	1.54e-05	54.3	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.210	119	151	4976	90	1.70e-05	54.3	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.370	119	151	4976	90	3.48e-05	53.1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.370	119	151	4976	90	3.48e-05	53.1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.390	123	151	4976	90	5.63e-05	52.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.370	119	151	4976	90	7.94e-05	52.4	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.210	119	151	4976	90	7.94e-05	52.4	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.370	119	151	4976	90	8.33e-05	52.0	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.210	119	151	4976	90	8.74e-05	52.0	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	22.794	136	151	4976	90	1.51e-04	51.2	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.370	119	151	4976	90	2.05e-04	50.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.370	119	151	4976	90	2.05e-04	50.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.370	119	151	4976	90	3.44e-04	50.4	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.370	119	151	4976	90	4.76e-04	50.1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.370	119	151	4976	90	6.78e-04	49.7	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90	0.001	48.9	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.439	114	151	4976	90	0.001	48.5	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.370	119	151	4976	90	0.001	48.5	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.107	112	151	4976	90	0.002	47.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.107	112	151	4976	90	0.002	47.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.107	112	151	4976	90	0.003	47.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90	0.003	47.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	22.059	136	151	4976	90	0.003	47.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	22.059	136	151	4976	90	0.003	47.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90	0.004	47.4	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90	0.004	47.4	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.107	112	151	4976	90	0.004	47.4	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90	0.004	47.4	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90	0.004	47.0	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90	0.004	47.0	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.210	119	151	4976	90	0.005	47.0	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90	0.005	47.0	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	21.324	136	151	4976	90	0.007	46.6	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	22.689	119	151	4976	90	0.007	46.6	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.107	112	151	4976	90	0.008	46.6	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.577	123	151	4976	90	0.008	46.2	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90	0.009	46.2	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.214	112	151	4976	90	0.010	46.2	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90	0.012	45.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90	0.012	45.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90	0.012	45.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90	0.013	45.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.387	124	151	4976	90	0.015	45.4	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90	0.016	45.4	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1	TrEMBL
