qseqid	sseqid	pident	length	qlen	slen	qcovs	evalue	bitscore	stitle
g19875.t1	sp|Q6JEL2|KLH10_HUMAN	45.878	558	628	608	89	4.29e-178	525.0	sp|Q6JEL2|KLH10_HUMAN Kelch-like protein 10 OS=Homo sapiens OX=9606 GN=KLHL10 PE=1 SV=1
g19875.t1	sp|Q6JEL3|KLH10_RAT	45.699	558	628	608	89	5.49e-177	522.0	sp|Q6JEL3|KLH10_RAT Kelch-like protein 10 OS=Rattus norvegicus OX=10116 GN=Klhl10 PE=1 SV=1
g19875.t1	sp|Q9D5V2|KLH10_MOUSE	45.699	558	628	608	89	6.26e-177	522.0	sp|Q9D5V2|KLH10_MOUSE Kelch-like protein 10 OS=Mus musculus OX=10090 GN=Klhl10 PE=1 SV=1
g19875.t1	sp|Q8VCK5|KLH20_MOUSE	35.596	545	628	604	88	1.37e-107	343.0	sp|Q8VCK5|KLH20_MOUSE Kelch-like protein 20 OS=Mus musculus OX=10090 GN=Klhl20 PE=2 SV=2
g19875.t1	sp|Q8VCK5|KLH20_MOUSE	35.602	191	628	604	88	1.21e-26	122.0	sp|Q8VCK5|KLH20_MOUSE Kelch-like protein 20 OS=Mus musculus OX=10090 GN=Klhl20 PE=2 SV=2
g19875.t1	sp|Q8VCK5|KLH20_MOUSE	34.375	192	628	604	88	3.87e-25	118.0	sp|Q8VCK5|KLH20_MOUSE Kelch-like protein 20 OS=Mus musculus OX=10090 GN=Klhl20 PE=2 SV=2
g19875.t1	sp|Q8VCK5|KLH20_MOUSE	30.986	142	628	604	88	2.27e-15	87.8	sp|Q8VCK5|KLH20_MOUSE Kelch-like protein 20 OS=Mus musculus OX=10090 GN=Klhl20 PE=2 SV=2
g19875.t1	sp|D3Z8N4|KLH20_RAT	35.596	545	628	609	88	1.78e-107	343.0	sp|D3Z8N4|KLH20_RAT Kelch-like protein 20 OS=Rattus norvegicus OX=10116 GN=Klhl20 PE=3 SV=1
g19875.t1	sp|D3Z8N4|KLH20_RAT	35.602	191	628	609	88	1.32e-26	122.0	sp|D3Z8N4|KLH20_RAT Kelch-like protein 20 OS=Rattus norvegicus OX=10116 GN=Klhl20 PE=3 SV=1
g19875.t1	sp|D3Z8N4|KLH20_RAT	34.375	192	628	609	88	4.54e-25	117.0	sp|D3Z8N4|KLH20_RAT Kelch-like protein 20 OS=Rattus norvegicus OX=10116 GN=Klhl20 PE=3 SV=1
g19875.t1	sp|D3Z8N4|KLH20_RAT	30.986	142	628	609	88	2.46e-15	87.4	sp|D3Z8N4|KLH20_RAT Kelch-like protein 20 OS=Rattus norvegicus OX=10116 GN=Klhl20 PE=3 SV=1
g19876.t1	sp|Q5UAS1|RL18_BOMMO	91.803	183	183	183	100	6.31e-122	348.0	sp|Q5UAS1|RL18_BOMMO Large ribosomal subunit protein eL18 OS=Bombyx mori OX=7091 GN=RpL18 PE=2 SV=1
g19876.t1	sp|Q6F442|RL18_PLUXY	91.257	183	183	183	100	1.01e-120	345.0	sp|Q6F442|RL18_PLUXY Large ribosomal subunit protein eL18 OS=Plutella xylostella OX=51655 GN=RpL18 PE=2 SV=1
g19876.t1	sp|Q962Y8|RL18_SPOFR	92.35	183	183	183	100	1.75e-120	344.0	sp|Q962Y8|RL18_SPOFR Large ribosomal subunit protein eL18 OS=Spodoptera frugiperda OX=7108 GN=RpL18 PE=2 SV=1
g19876.t1	sp|Q4GXG7|RL18_TIMBA	75.956	183	183	188	99	4.62e-95	280.0	sp|Q4GXG7|RL18_TIMBA Large ribosomal subunit protein eL18 OS=Timarcha balearica OX=79517 GN=RpL18 PE=2 SV=1
g19876.t1	sp|Q56FG8|RL18_LYSTE	73.77	183	183	188	99	5.85e-92	272.0	sp|Q56FG8|RL18_LYSTE Large ribosomal subunit protein eL18 OS=Lysiphlebus testaceipes OX=77504 GN=RpL18 PE=2 SV=1
g19879.t1	sp|Q8N328|PGBD3_HUMAN	33.628	226	239	593	92	1.0099999999999999e-24	109.0	sp|Q8N328|PGBD3_HUMAN PiggyBac transposable element-derived protein 3 OS=Homo sapiens OX=9606 GN=PGBD3 PE=1 SV=3
g19879.t1	sp|P0DP91|ERPG3_HUMAN	34.211	228	239	1061	92	1.5399999999999999e-24	109.0	sp|P0DP91|ERPG3_HUMAN Chimeric ERCC6-PGBD3 protein OS=Homo sapiens OX=9606 GN=ERCC6 PE=1 SV=1
g19879.t1	sp|Q6P3X8|PGBD2_HUMAN	31.884	207	239	592	84	1e-15	83.2	sp|Q6P3X8|PGBD2_HUMAN PiggyBac transposable element-derived protein 2 OS=Homo sapiens OX=9606 GN=PGBD2 PE=1 SV=1
g19888.t1	sp|P45844|ABCG1_HUMAN	40.034	592	631	678	92	6.62e-122	383.0	sp|P45844|ABCG1_HUMAN ATP-binding cassette sub-family G member 1 OS=Homo sapiens OX=9606 GN=ABCG1 PE=1 SV=3
g19888.t1	sp|Q64343|ABCG1_MOUSE	38.693	597	631	666	92	6.86e-120	377.0	sp|Q64343|ABCG1_MOUSE ATP-binding cassette sub-family G member 1 OS=Mus musculus OX=10090 GN=Abcg1 PE=1 SV=1
g19888.t1	sp|Q91WA9|ABCG4_MOUSE	38.185	584	631	646	92	2.1999999999999998e-119	375.0	sp|Q91WA9|ABCG4_MOUSE ATP-binding cassette subfamily G member 4 OS=Mus musculus OX=10090 GN=Abcg4 PE=1 SV=2
g19888.t1	sp|D3ZCM3|ABCG4_RAT	37.245	588	631	650	92	1.46e-113	360.0	sp|D3ZCM3|ABCG4_RAT ATP-binding cassette subfamily G member 4 OS=Rattus norvegicus OX=10116 GN=Abcg4 PE=2 SV=1
g19888.t1	sp|Q9H172|ABCG4_HUMAN	36.851	616	631	646	96	4.35e-112	357.0	sp|Q9H172|ABCG4_HUMAN ATP-binding cassette sub-family G member 4 OS=Homo sapiens OX=9606 GN=ABCG4 PE=1 SV=2
g19889.t1	sp|P45844|ABCG1_HUMAN	45.122	82	82	678	98	2.24e-14	73.6	sp|P45844|ABCG1_HUMAN ATP-binding cassette sub-family G member 1 OS=Homo sapiens OX=9606 GN=ABCG1 PE=1 SV=3
g19889.t1	sp|Q64343|ABCG1_MOUSE	55.738	61	82	666	72	2.7e-14	73.2	sp|Q64343|ABCG1_MOUSE ATP-binding cassette sub-family G member 1 OS=Mus musculus OX=10090 GN=Abcg1 PE=1 SV=1
g19889.t1	sp|Q9H172|ABCG4_HUMAN	40.244	82	82	646	98	1.42e-11	65.5	sp|Q9H172|ABCG4_HUMAN ATP-binding cassette sub-family G member 4 OS=Homo sapiens OX=9606 GN=ABCG4 PE=1 SV=2
g19889.t1	sp|D3ZCM3|ABCG4_RAT	51.613	62	82	650	73	3.56e-11	64.3	sp|D3ZCM3|ABCG4_RAT ATP-binding cassette subfamily G member 4 OS=Rattus norvegicus OX=10116 GN=Abcg4 PE=2 SV=1
g19889.t1	sp|Q91WA9|ABCG4_MOUSE	51.613	62	82	646	73	4.28e-11	64.3	sp|Q91WA9|ABCG4_MOUSE ATP-binding cassette subfamily G member 4 OS=Mus musculus OX=10090 GN=Abcg4 PE=1 SV=2
g19890.t1	sp|O13067|CND2_XENLA	30.919	359	392	699	85	5.15e-32	135.0	sp|O13067|CND2_XENLA Condensin complex subunit 2 OS=Xenopus laevis OX=8355 GN=ncaph PE=1 SV=1
g19892.t1	sp|Q70UP5|ADH2_CERCO	36.25	160	176	258	91	7.800000000000001e-27	108.0	sp|Q70UP5|ADH2_CERCO Alcohol dehydrogenase 2 OS=Ceratitis cosyra OX=194917 GN=ADH2 PE=3 SV=1
g19892.t1	sp|P48815|ADH2_CERCA	36.25	160	176	258	91	7.800000000000001e-27	108.0	sp|P48815|ADH2_CERCA Alcohol dehydrogenase 2 OS=Ceratitis capitata OX=7213 GN=ADH2 PE=3 SV=1
g19892.t1	sp|P48814|ADH1_CERCA	36.646	161	176	257	91	1.16e-25	105.0	sp|P48814|ADH1_CERCA Alcohol dehydrogenase 1 OS=Ceratitis capitata OX=7213 GN=ADH1 PE=3 SV=1
g19892.t1	sp|Q70UP6|ADH2_CERRO	35.625	160	176	258	91	1.58e-25	105.0	sp|Q70UP6|ADH2_CERRO Alcohol dehydrogenase 2 OS=Ceratitis rosa OX=56958 GN=ADH2 PE=3 SV=1
g19892.t1	sp|Q9NAR7|ADH_BACOL	35.0	160	176	258	91	4.32e-25	103.0	sp|Q9NAR7|ADH_BACOL Alcohol dehydrogenase OS=Bactrocera oleae OX=104688 GN=ADH PE=2 SV=1
g19897.t1	sp|Q9VSH4|CPSF6_DROME	51.648	182	175	652	100	4.86e-46	166.0	sp|Q9VSH4|CPSF6_DROME Cleavage and polyadenylation specificity factor subunit 6 OS=Drosophila melanogaster OX=7227 GN=Cpsf6 PE=1 SV=2
g19897.t1	sp|Q6NVF9|CPSF6_MOUSE	46.286	175	175	551	99	2.57e-35	136.0	sp|Q6NVF9|CPSF6_MOUSE Cleavage and polyadenylation specificity factor subunit 6 OS=Mus musculus OX=10090 GN=Cpsf6 PE=1 SV=1
g19897.t1	sp|Q16630|CPSF6_HUMAN	46.286	175	175	551	99	3.6300000000000004e-35	135.0	sp|Q16630|CPSF6_HUMAN Cleavage and polyadenylation specificity factor subunit 6 OS=Homo sapiens OX=9606 GN=CPSF6 PE=1 SV=2
g19897.t1	sp|Q0P5D2|CPSF6_BOVIN	46.286	175	175	551	99	3.6300000000000004e-35	135.0	sp|Q0P5D2|CPSF6_BOVIN Cleavage and polyadenylation specificity factor subunit 6 OS=Bos taurus OX=9913 GN=CPSF6 PE=2 SV=1
g19897.t1	sp|Q5ZL34|CPSF6_CHICK	44.571	175	175	551	99	7.620000000000001e-35	134.0	sp|Q5ZL34|CPSF6_CHICK Cleavage and polyadenylation specificity factor subunit 6 OS=Gallus gallus OX=9031 GN=CPSF6 PE=2 SV=1
g19901.t1	sp|Q5HZY0|UBXN4_RAT	33.513	558	532	506	100	4.88e-63	221.0	sp|Q5HZY0|UBXN4_RAT UBX domain-containing protein 4 OS=Rattus norvegicus OX=10116 GN=Ubxn4 PE=1 SV=1
g19901.t1	sp|Q8VCH8|UBXN4_MOUSE	32.977	561	532	506	100	9.330000000000001e-59	209.0	sp|Q8VCH8|UBXN4_MOUSE UBX domain-containing protein 4 OS=Mus musculus OX=10090 GN=Ubxn4 PE=1 SV=1
g19901.t1	sp|Q5R4I3|UBXN4_PONAB	31.738	564	532	508	100	1.96e-57	206.0	sp|Q5R4I3|UBXN4_PONAB UBX domain-containing protein 4 OS=Pongo abelii OX=9601 GN=UBXN4 PE=2 SV=1
g19901.t1	sp|Q92575|UBXN4_HUMAN	31.56	564	532	508	100	5.87e-57	205.0	sp|Q92575|UBXN4_HUMAN UBX domain-containing protein 4 OS=Homo sapiens OX=9606 GN=UBXN4 PE=1 SV=2
g19901.t1	sp|Q3ZBU9|UBXN4_BOVIN	31.972	563	532	508	100	2.17e-55	201.0	sp|Q3ZBU9|UBXN4_BOVIN UBX domain-containing protein 4 OS=Bos taurus OX=9913 GN=UBXN4 PE=2 SV=2
g19902.t1	sp|Q8TD57|DYH3_HUMAN	56.149	2960	3059	4116	96	0.0	3332.0	sp|Q8TD57|DYH3_HUMAN Dynein axonemal heavy chain 3 OS=Homo sapiens OX=9606 GN=DNAH3 PE=1 SV=1
g19902.t1	sp|Q8BW94|DYH3_MOUSE	55.912	2960	3059	4083	96	0.0	3306.0	sp|Q8BW94|DYH3_MOUSE Dynein axonemal heavy chain 3 OS=Mus musculus OX=10090 GN=Dnah3 PE=1 SV=2
g19902.t1	tr|A0A0L0H778|A0A0L0H778_SPIPD	52.027	2960	3059	4099	96	0.0	3127.0	tr|A0A0L0H778|A0A0L0H778_SPIPD Dynein axonemal heavy chain 7 OS=Spizellomyces punctatus (strain DAOM BR117) OX=645134 GN=SPPG_07663 PE=3 SV=1
g19902.t1	tr|A0A507E7Q4|A0A507E7Q4_9FUNG	51.267	2959	3059	4105	96	0.0	3095.0	tr|A0A507E7Q4|A0A507E7Q4_9FUNG Dynein axonemal heavy chain 7 OS=Powellomyces hirtus OX=109895 GN=PhCBS80983_g02164 PE=3 SV=1
g19902.t1	tr|A0AAD5S8N4|A0AAD5S8N4_9FUNG	51.655	2960	3059	4104	96	0.0	3082.0	tr|A0AAD5S8N4|A0AAD5S8N4_9FUNG Dynein axonemal heavy chain 7 OS=Rhizophlyctis rosea OX=64517 GN=DNAH7_3 PE=3 SV=1
g19904.t1	sp|Q27607|DPOG1_DROME	57.09	268	267	1145	99	2.1299999999999997e-95	310.0	sp|Q27607|DPOG1_DROME DNA polymerase subunit gamma-1, mitochondrial OS=Drosophila melanogaster OX=7227 GN=PolG1 PE=1 SV=2
g19904.t1	sp|Q92076|DPOG1_CHICK	47.601	271	267	647	97	7.3e-75	246.0	sp|Q92076|DPOG1_CHICK DNA polymerase subunit gamma-1 (Fragment) OS=Gallus gallus OX=9031 GN=POLG PE=2 SV=1
g19904.t1	sp|Q91684|DPOG1_XENLA	49.63	270	267	1200	97	1.9e-74	253.0	sp|Q91684|DPOG1_XENLA DNA polymerase subunit gamma-1 OS=Xenopus laevis OX=8355 GN=polg PE=2 SV=1
g19904.t1	sp|P54099|DPOG1_MOUSE	50.183	273	267	1218	97	3.56e-72	246.0	sp|P54099|DPOG1_MOUSE DNA polymerase subunit gamma-1 OS=Mus musculus OX=10090 GN=Polg PE=1 SV=3
g19904.t1	sp|Q9QYV8|DPOG1_RAT	49.446	271	267	1216	97	5.150000000000001e-72	246.0	sp|Q9QYV8|DPOG1_RAT DNA polymerase subunit gamma-1 OS=Rattus norvegicus OX=10116 GN=Polg PE=2 SV=1
g19908.t1	tr|A0A015J5I9|A0A015J5I9_RHIIW	54.651	86	147	1303	94	1.95e-25	108.0	tr|A0A015J5I9|A0A015J5I9_RHIIW Gag-pol fusion protein OS=Rhizophagus irregularis (strain DAOM 197198w) OX=1432141 GN=RirG_273610 PE=4 SV=1
g19908.t1	tr|A0A015J5I9|A0A015J5I9_RHIIW	50.0	52	147	1303	94	4.84e-10	63.9	tr|A0A015J5I9|A0A015J5I9_RHIIW Gag-pol fusion protein OS=Rhizophagus irregularis (strain DAOM 197198w) OX=1432141 GN=RirG_273610 PE=4 SV=1
g19911.t1	tr|A0A015J5I9|A0A015J5I9_RHIIW	55.556	306	402	1303	74	6.4200000000000005e-99	327.0	tr|A0A015J5I9|A0A015J5I9_RHIIW Gag-pol fusion protein OS=Rhizophagus irregularis (strain DAOM 197198w) OX=1432141 GN=RirG_273610 PE=4 SV=1
g19911.t1	sp|P10978|POLX_TOBAC	44.409	313	402	1328	78	2.08e-75	262.0	sp|P10978|POLX_TOBAC Retrovirus-related Pol polyprotein from transposon TNT 1-94 OS=Nicotiana tabacum OX=4097 PE=2 SV=1
g19911.t1	tr|A0A1M2VT27|A0A1M2VT27_TRAPU	43.103	290	402	443	72	9.29e-69	230.0	tr|A0A1M2VT27|A0A1M2VT27_TRAPU Retrovirus-related Pol polyprotein from transposon TNT 1-94 (Fragment) OS=Trametes pubescens OX=154538 GN=TRAPUB_12736 PE=4 SV=1
g19911.t1	tr|A0A075B126|A0A075B126_ROZAC	40.203	296	402	329	73	1.56e-68	226.0	tr|A0A075B126|A0A075B126_ROZAC Reverse transcriptase Ty1/copia-type domain-containing protein (Fragment) OS=Rozella allomycis (strain CSF55) OX=988480 GN=O9G_005735 PE=4 SV=1
g19913.t1	tr|A0A9P7D7R0|A0A9P7D7R0_9AGAM	30.443	519	499	523	99	3.18e-43	167.0	tr|A0A9P7D7R0|A0A9P7D7R0_9AGAM NAD(P)-binding protein OS=Suillus placidus OX=48579 GN=EV702DRAFT_961299 PE=3 SV=1
g19913.t1	tr|A0ABU3VQR6|A0ABU3VQR6_9EURY	36.538	260	499	245	96	1.35e-39	150.0	tr|A0ABU3VQR6|A0ABU3VQR6_9EURY Glucose 1-dehydrogenase OS=Methanimicrococcus hacksteinii OX=3028293 GN=gdh_2 PE=3 SV=1
g19913.t1	tr|A0ABU3VQR6|A0ABU3VQR6_9EURY	33.778	225	499	245	96	7.880000000000001e-31	126.0	tr|A0ABU3VQR6|A0ABU3VQR6_9EURY Glucose 1-dehydrogenase OS=Methanimicrococcus hacksteinii OX=3028293 GN=gdh_2 PE=3 SV=1
g19913.t1	tr|A0A9Q4GIA3|A0A9Q4GIA3_9EURY	35.573	253	499	264	89	1.0499999999999999e-38	148.0	tr|A0A9Q4GIA3|A0A9Q4GIA3_9EURY SDR family NAD(P)-dependent oxidoreductase OS=Halorutilus salinus OX=2487751 GN=EGH25_04535 PE=3 SV=1
g19913.t1	tr|A0A9Q4GIA3|A0A9Q4GIA3_9EURY	34.872	195	499	264	89	1.4699999999999999e-24	110.0	tr|A0A9Q4GIA3|A0A9Q4GIA3_9EURY SDR family NAD(P)-dependent oxidoreductase OS=Halorutilus salinus OX=2487751 GN=EGH25_04535 PE=3 SV=1
g19913.t1	tr|A0ABD5RVU2|A0ABD5RVU2_9EURY	38.095	252	499	247	95	6.05e-38	146.0	tr|A0ABD5RVU2|A0ABD5RVU2_9EURY SDR family NAD(P)-dependent oxidoreductase OS=Halobium palmae OX=1776492 GN=ACFQE1_03865 PE=3 SV=1
g19913.t1	tr|A0ABD5RVU2|A0ABD5RVU2_9EURY	30.045	223	499	247	95	9.910000000000001e-21	98.6	tr|A0ABD5RVU2|A0ABD5RVU2_9EURY SDR family NAD(P)-dependent oxidoreductase OS=Halobium palmae OX=1776492 GN=ACFQE1_03865 PE=3 SV=1
g19913.t1	tr|A0ABD5Q0R8|A0ABD5Q0R8_9EURY	36.653	251	499	257	90	6.650000000000001e-37	143.0	tr|A0ABD5Q0R8|A0ABD5Q0R8_9EURY SDR family NAD(P)-dependent oxidoreductase OS=Halorussus aquaticus OX=2953748 GN=ACFO9K_05295 PE=3 SV=1
g19913.t1	tr|A0ABD5Q0R8|A0ABD5Q0R8_9EURY	32.828	198	499	257	90	1.0300000000000001e-21	101.0	tr|A0ABD5Q0R8|A0ABD5Q0R8_9EURY SDR family NAD(P)-dependent oxidoreductase OS=Halorussus aquaticus OX=2953748 GN=ACFO9K_05295 PE=3 SV=1
g19914.t1	tr|A0ABU3VQR6|A0ABU3VQR6_9EURY	37.5	256	250	245	99	4.2599999999999996e-45	158.0	tr|A0ABU3VQR6|A0ABU3VQR6_9EURY Glucose 1-dehydrogenase OS=Methanimicrococcus hacksteinii OX=3028293 GN=gdh_2 PE=3 SV=1
g19914.t1	tr|A0A1D3KZN7|A0A1D3KZN7_9EURY	36.255	251	250	258	98	7.26e-44	155.0	tr|A0A1D3KZN7|A0A1D3KZN7_9EURY Gluconate 5-dehydrogenase OS=Methanobacterium congolense OX=118062 GN=gno PE=3 SV=1
g19914.t1	tr|S2E8C1|S2E8C1_9ARCH	37.2	250	250	247	98	3.93e-43	153.0	tr|S2E8C1|S2E8C1_9ARCH Oxidoreductase, short chain dehydrogenase/reductase family protein OS=Candidatus Nitrosarchaeum limnium BG20 OX=859192 GN=BG20_I0298 PE=3 SV=1
g19914.t1	tr|A0A090I494|A0A090I494_METFO	36.0	250	250	258	98	5.55e-43	153.0	tr|A0A090I494|A0A090I494_METFO Uncharacterized protein OS=Methanobacterium formicicum OX=2162 GN=MB9_0378 PE=3 SV=1
g19914.t1	tr|A0A2S2KTP2|A0A2S2KTP2_9ARCH	36.4	250	250	247	98	1.1099999999999999e-42	152.0	tr|A0A2S2KTP2|A0A2S2KTP2_9ARCH 3-oxoacyl-[acyl-carrier-protein] reductase FabG OS=Nitrosopumilus zosterae OX=718286 GN=fabG PE=3 SV=1
g19916.t1	tr|A0A0C2WEL5|A0A0C2WEL5_AMAMK	35.45	189	210	1391	87	3.06e-25	110.0	tr|A0A0C2WEL5|A0A0C2WEL5_AMAMK ATP-dependent DNA helicase OS=Amanita muscaria (strain Koide BX008) OX=946122 GN=M378DRAFT_1055673 PE=3 SV=1
g19916.t1	tr|A0A2Z6RD64|A0A2Z6RD64_9GLOM	36.181	199	210	1434	84	1.4799999999999999e-24	108.0	tr|A0A2Z6RD64|A0A2Z6RD64_9GLOM ATP-dependent DNA helicase OS=Rhizophagus clarus OX=94130 GN=RclHR1_25620002 PE=3 SV=1
g19916.t1	tr|A0A2Z6SE61|A0A2Z6SE61_9GLOM	36.181	199	210	980	84	1.58e-24	108.0	tr|A0A2Z6SE61|A0A2Z6SE61_9GLOM ATP-dependent DNA helicase OS=Rhizophagus clarus OX=94130 GN=RclHR1_07880006 PE=3 SV=1
g19919.t1	tr|A0A642UVP5|A0A642UVP5_9ASCO	31.034	232	255	666	81	8.76e-08	60.5	tr|A0A642UVP5|A0A642UVP5_9ASCO Uncharacterized protein OS=Trichomonascus ciferrii OX=44093 GN=TRICI_005155 PE=4 SV=1
g19920.t1	tr|A0A0C2WEL5|A0A0C2WEL5_AMAMK	37.419	155	156	1391	96	2.45e-25	108.0	tr|A0A0C2WEL5|A0A0C2WEL5_AMAMK ATP-dependent DNA helicase OS=Amanita muscaria (strain Koide BX008) OX=946122 GN=M378DRAFT_1055673 PE=3 SV=1
g19920.t1	tr|A0A2Z6SE61|A0A2Z6SE61_9GLOM	38.554	166	156	980	99	2.37e-24	105.0	tr|A0A2Z6SE61|A0A2Z6SE61_9GLOM ATP-dependent DNA helicase OS=Rhizophagus clarus OX=94130 GN=RclHR1_07880006 PE=3 SV=1
g19920.t1	tr|A0A2Z6RD64|A0A2Z6RD64_9GLOM	38.554	166	156	1434	99	3.25e-24	105.0	tr|A0A2Z6RD64|A0A2Z6RD64_9GLOM ATP-dependent DNA helicase OS=Rhizophagus clarus OX=94130 GN=RclHR1_25620002 PE=3 SV=1
g19920.t1	tr|A0A015II56|A0A015II56_RHIIW	44.286	140	156	1449	86	2.1699999999999998e-23	102.0	tr|A0A015II56|A0A015II56_RHIIW ATP-dependent DNA helicase OS=Rhizophagus irregularis (strain DAOM 197198w) OX=1432141 GN=RirG_212410 PE=3 SV=1
g19920.t1	tr|A0A2Z6R517|A0A2Z6R517_9GLOM	42.188	128	156	858	81	2.2099999999999997e-23	102.0	tr|A0A2Z6R517|A0A2Z6R517_9GLOM Helitron helicase-like domain-containing protein OS=Rhizophagus clarus OX=94130 GN=RclHR1_29580001 PE=4 SV=1
g19924.t1	tr|K0BB52|K0BB52_9ARCH	40.69	145	161	443	90	3.4299999999999995e-24	103.0	tr|K0BB52|K0BB52_9ARCH threonine ammonia-lyase OS=Candidatus Nitrosopumilus sediminis OX=1229909 GN=NSED_04675 PE=3 SV=1
g19924.t1	tr|H0GJG9|H0GJG9_SACCK	34.286	140	161	326	87	4.16e-24	102.0	tr|H0GJG9|H0GJG9_SACCK Sry1p OS=Saccharomyces cerevisiae x Saccharomyces kudriavzevii (strain VIN7) OX=1095631 GN=VIN7_2811 PE=3 SV=1
g19924.t1	tr|A0A6C1DU82|A0A6C1DU82_SACPS	34.286	140	161	326	87	4.62e-24	102.0	tr|A0A6C1DU82|A0A6C1DU82_SACPS Serine racemase OS=Saccharomyces pastorianus OX=27292 GN=SRY1 PE=3 SV=1
g19924.t1	sp|P36007|LTHAD_YEAST	34.286	140	161	326	87	4.62e-24	102.0	sp|P36007|LTHAD_YEAST L-threo-3-hydroxyaspartate ammonia-lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SRY1 PE=1 SV=1
g19924.t1	tr|A0A8U0A581|A0A8U0A581_9EURY	33.803	142	161	403	88	5.82e-24	103.0	tr|A0A8U0A581|A0A8U0A581_9EURY threonine ammonia-lyase OS=Halocatena salina OX=2934340 GN=ilvA PE=3 SV=1
g19925.t1	sp|P19387|RPB3_HUMAN	69.818	275	275	275	100	2.14e-150	427.0	sp|P19387|RPB3_HUMAN DNA-directed RNA polymerase II subunit RPB3 OS=Homo sapiens OX=9606 GN=POLR2C PE=1 SV=2
g19925.t1	sp|Q3T0Q3|RPB3_BOVIN	69.455	275	275	275	100	1.36e-149	425.0	sp|Q3T0Q3|RPB3_BOVIN DNA-directed RNA polymerase II subunit RPB3 OS=Bos taurus OX=9913 GN=POLR2C PE=1 SV=1
g19925.t1	sp|P97760|RPB3_MOUSE	69.091	275	275	275	100	6.24e-149	424.0	sp|P97760|RPB3_MOUSE DNA-directed RNA polymerase II subunit RPB3 OS=Mus musculus OX=10090 GN=Polr2c PE=1 SV=2
g19925.t1	tr|A0A8H7UWS6|A0A8H7UWS6_9FUNG	52.652	264	275	278	95	1.1299999999999999e-91	279.0	tr|A0A8H7UWS6|A0A8H7UWS6_9FUNG DNA-directed RNA polymerase II subunit RPB3 OS=Mucor saturninus OX=64648 GN=INT47_002834 PE=3 SV=1
g19925.t1	tr|A0ABP9YZ04|A0ABP9YZ04_9FUNG	52.273	264	275	279	95	3.72e-91	277.0	tr|A0ABP9YZ04|A0ABP9YZ04_9FUNG DNA-directed RNA polymerase II subunit RPB3 OS=Mucor flavus OX=439312 GN=MFLAVUS_005542 PE=3 SV=1
g19926.t1	tr|A0A0U5AI68|A0A0U5AI68_9EURY	38.686	411	834	408	89	2.22e-74	255.0	tr|A0A0U5AI68|A0A0U5AI68_9EURY threonine ammonia-lyase OS=Halobacterium hubeiense OX=1407499 GN=ilvA PE=3 SV=1
