gene_id	best_hit_accession	best_hit_species	best_hit_taxid	best_hit_lineage	best_identity_pct	best_query_coverage_pct	best_evalue	best_bitscore	qualifying_hits	total_blast_hits	arthropod_hits	bacterial_hits	fungal_hits	non_arthropod_eukaryote_hits	other_prokaryote_hits	unknown_taxonomy_hits	known_taxonomy_hits	arthropod_fraction	bacterial_fraction	fungal_fraction	non_arthropod_eukaryote_fraction	other_prokaryote_fraction	classification	decision	reason	best_hit_description
g13257.t1	tr|A0A4C1YTU6|A0A4C1YTU6_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	54.359	100.0	3.42e-68	222.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A4C1YTU6|A0A4C1YTU6_EUMVA Gustatory receptor OS=Eumeta variegata OX=151549 GN=EVAR_57158_1 PE=3 SV=1
g13258.t1	tr|A0A4C1SSL1|A0A4C1SSL1_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	51.0	88.0	5.78e-27	108.0	7	10	7	0	0	0	0	0	7	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A4C1SSL1|A0A4C1SSL1_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_3470_1 PE=4 SV=1
g13259.t1	tr|A0A8J2QTM6|A0A8J2QTM6_9NEOP	Danaus chrysippus	151541	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	85.676	90.0	0.0	622.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A8J2QTM6|A0A8J2QTM6_9NEOP (African queen) hypothetical protein OS=Danaus chrysippus OX=151541 GN=DCHRY22_LOCUS8869 PE=3 SV=1
g13260.t1	tr|Q308S4|Q308S4_BOMMO	Bombyx mori	7091	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	63.235	100.0	4.03e-21	87.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|Q308S4|Q308S4_BOMMO Cecropin E OS=Bombyx mori OX=7091 PE=2 SV=1
g13261.t1	tr|A0A4C1YXD2|A0A4C1YXD2_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	79.365	95.0	2.67e-29	109.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A4C1YXD2|A0A4C1YXD2_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_48938_1 PE=4 SV=1
g13262.t1									0	6	0	0	0	0	0	0	0	0	0	0	0	0	NO_QUALIFYING_HIT	NO_QUALIFYING_HIT	No BLAST hit passed all three quality thresholds.	
g13263.t1	tr|A0ABN8HWE7|A0ABN8HWE7_9NEOP	Iphiclides podalirius	110791	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	59.114	96.0	0.0	1618.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0ABN8HWE7|A0ABN8HWE7_9NEOP Cadherin domain-containing protein (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS2358 PE=4 SV=1
g13264.t1									0	10	0	0	0	0	0	0	0	0	0	0	0	0	NO_QUALIFYING_HIT	NO_QUALIFYING_HIT	No BLAST hit passed all three quality thresholds.	
g13265.t1	tr|A0A9P0DLQ4|A0A9P0DLQ4_PHACE	Phaedon cochleariae	80249	Eukaryota; Metazoa; Arthropoda; Insecta; Coleoptera	37.809	83.0	0.0	615.0	4	11	4	0	0	0	0	0	4	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A9P0DLQ4|A0A9P0DLQ4_PHACE SCAN domain-containing protein OS=Phaedon cochleariae OX=80249 GN=PHAECO_LOCUS5586 PE=4 SV=1
g13266.t1									0	1	0	0	0	0	0	0	0	0	0	0	0	0	NO_QUALIFYING_HIT	NO_QUALIFYING_HIT	No BLAST hit passed all three quality thresholds.	
g13267.t1	tr|A0A4C2AFB5|A0A4C2AFB5_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	94.643	99.0	1.31e-107	335.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A4C2AFB5|A0A4C2AFB5_EUMVA Ribosomal protein S6 kinase-like 1 OS=Eumeta variegata OX=151549 GN=RPS6KL1 PE=4 SV=1
g13268.t1	tr|A0A4C2ADV8|A0A4C2ADV8_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	83.14	92.0	5.88e-92	274.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A4C2ADV8|A0A4C2ADV8_EUMVA LHFPL tetraspan subfamily member 3 protein OS=Eumeta variegata OX=151549 GN=lhfpl3 PE=4 SV=1
g13269.t1	tr|A0AAU9UEN1|A0AAU9UEN1_EUPED	Euphydryas editha	104508	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	55.711	100.0	0.0	562.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0AAU9UEN1|A0AAU9UEN1_EUPED Tektin OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS13200 PE=3 SV=1
g13270.t1	tr|A0A922CUA5|A0A922CUA5_MANSE	Manduca sexta	7130	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	55.666	99.0	0.0	580.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A922CUA5|A0A922CUA5_MANSE Tektin OS=Manduca sexta OX=7130 GN=O3G_MSEX010846 PE=3 SV=1
g13271.t1	tr|A0ABD0SAH6|A0ABD0SAH6_LOXSC	Loxostege sticticalis	481309	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	85.811	98.0	1.08e-91	276.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0ABD0SAH6|A0ABD0SAH6_LOXSC Lipoma HMGIC fusion partner-like 3 protein OS=Loxostege sticticalis OX=481309 GN=ABMA27_010001 PE=4 SV=1
g13272.t1	tr|A0ABR3H779|A0ABR3H779_LOXSC	Loxostege sticticalis	481309	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	60.0	99.0	4.81e-85	259.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0ABR3H779|A0ABR3H779_LOXSC ETFB lysine methyltransferase OS=Loxostege sticticalis OX=481309 GN=ABMA27_010000 PE=3 SV=1
g13273.t1	tr|A0A4C1YGP3|A0A4C1YGP3_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	95.152	100.0	1.18e-113	335.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A4C1YGP3|A0A4C1YGP3_EUMVA Growth arrest and DNA damage-inducible protein GADD45 alpha OS=Eumeta variegata OX=151549 GN=GADD45A PE=4 SV=1
g13274.t1	tr|A0ABM3MCN9|A0ABM3MCN9_GALME	Galleria mellonella	7137	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	65.846	99.0	0.0	672.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0ABM3MCN9|A0ABM3MCN9_GALME Uncharacterized protein LOC113518482 isoform X3 OS=Galleria mellonella OX=7137 GN=LOC113518482 PE=4 SV=1
g13275.t1	tr|A0ABN8AW02|A0ABN8AW02_CHISP	Chilo suppressalis	168631	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	45.455	76.0	2.18e-05	49.7	7	10	7	0	0	0	0	0	7	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0ABN8AW02|A0ABN8AW02_CHISP MICOS complex subunit MIC13 OS=Chilo suppressalis OX=168631 GN=CHILSU_LOCUS3547 PE=3 SV=1
g13276.t1	tr|A0A4C1VR62|A0A4C1VR62_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	63.668	74.0	4.67e-130	384.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A4C1VR62|A0A4C1VR62_EUMVA Cathepsin L2 OS=Eumeta variegata OX=151549 GN=CTSV PE=3 SV=1
g13277.t1									0	10	0	0	0	0	0	0	0	0	0	0	0	0	NO_QUALIFYING_HIT	NO_QUALIFYING_HIT	No BLAST hit passed all three quality thresholds.	
g13278.t1	tr|A0A4C1TQB3|A0A4C1TQB3_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	98.54	97.0	4.93e-95	280.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A4C1TQB3|A0A4C1TQB3_EUMVA Transcription initiation factor TFIID subunit 12 OS=Eumeta variegata OX=151549 GN=Taf12 PE=3 SV=1
g13279.t1	tr|A0AAU9UW73|A0AAU9UW73_EUPED	Euphydryas editha	104508	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	62.299	99.0	0.0	1073.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0AAU9UW73|A0AAU9UW73_EUPED RING-type E3 ubiquitin transferase OS=Euphydryas editha OX=104508 GN=EEDITHA_LOCUS17963 PE=4 SV=1
g13280.t1	tr|A0A4C1U1L9|A0A4C1U1L9_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	91.972	100.0	0.0	835.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A4C1U1L9|A0A4C1U1L9_EUMVA Neuropeptide Y receptor type 2 OS=Eumeta variegata OX=151549 GN=NPY2R PE=3 SV=1
g13281.t1	tr|A0A4C1TY88|A0A4C1TY88_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	44.444	86.0	1.68e-14	73.9	2	10	2	0	0	0	0	0	2	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A4C1TY88|A0A4C1TY88_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_78491_1 PE=4 SV=1
g13282.t1	tr|A0A4C1XCU6|A0A4C1XCU6_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	94.634	100.0	0.0	1459.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A4C1XCU6|A0A4C1XCU6_EUMVA Trifunctional enzyme subunit alpha, mitochondrial OS=Eumeta variegata OX=151549 GN=HADHA PE=3 SV=1
g13283.t1	tr|A0ABN8BDE2|A0ABN8BDE2_CHISP	Chilo suppressalis	168631	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	75.591	91.0	0.0	804.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0ABN8BDE2|A0ABN8BDE2_CHISP Lysosomal dipeptide transporter MFSD1 OS=Chilo suppressalis OX=168631 GN=CHILSU_LOCUS8221 PE=4 SV=1
g13284.t1									0	3	0	0	0	0	0	0	0	0	0	0	0	0	NO_QUALIFYING_HIT	NO_QUALIFYING_HIT	No BLAST hit passed all three quality thresholds.	
g13285.t1	tr|A0ABN8IXA3|A0ABN8IXA3_9NEOP	Iphiclides podalirius	110791	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	68.689	100.0	0.0	1284.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0ABN8IXA3|A0ABN8IXA3_9NEOP Junctophilin (Fragment) OS=Iphiclides podalirius OX=110791 GN=IPOD504_LOCUS13635 PE=3 SV=1
g13286.t1	tr|A0A835G640|A0A835G640_SPOEX	Spodoptera exigua	7107	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	61.736	100.0	0.0	804.0	9	10	9	0	0	0	0	0	9	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A835G640|A0A835G640_SPOEX Transposase OS=Spodoptera exigua OX=7107 GN=HW555_011017 PE=4 SV=1
g13287.t1	tr|A0ABD1E790|A0ABD1E790_HYPHA	Hypothenemus hampei	57062	Eukaryota; Metazoa; Arthropoda; Insecta; Coleoptera	41.241	86.0	1.8e-104	338.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0ABD1E790|A0ABD1E790_HYPHA Kinesin-like protein OS=Hypothenemus hampei OX=57062 GN=ABEB36_013157 PE=3 SV=1
g13288.t1	tr|A0ABN8B8L8|A0ABN8B8L8_CHISP	Chilo suppressalis	168631	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	64.532	99.0	1.97e-80	251.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0ABN8B8L8|A0ABN8B8L8_CHISP Protein catecholamines up OS=Chilo suppressalis OX=168631 GN=CHILSU_LOCUS8225 PE=3 SV=1
g13289.t1	tr|A0A6L2PWC1|A0A6L2PWC1_COPFO	Coptotermes formosanus	36987	Eukaryota; Metazoa; Arthropoda; Insecta; Blattodea	57.143	96.0	0.0	796.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A6L2PWC1|A0A6L2PWC1_COPFO Anoctamin OS=Coptotermes formosanus OX=36987 GN=Cfor_04644 PE=3 SV=1
g13290.t1	tr|A0A835GPA7|A0A835GPA7_SPOEX	Spodoptera exigua	7107	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	97.015	99.0	8e-38	135.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A835GPA7|A0A835GPA7_SPOEX PurM-like N-terminal domain-containing protein OS=Spodoptera exigua OX=7107 GN=HW555_001915 PE=4 SV=1
g13291.t1	tr|A0A8S3XLX9|A0A8S3XLX9_PARAO	Parnassius apollo	110799	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	100.0	100.0	0.0	587.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A8S3XLX9|A0A8S3XLX9_PARAO (apollo) hypothetical protein OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS19387 PE=4 SV=1
g13292.t1	tr|A0A4C1T9T8|A0A4C1T9T8_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	80.569	91.0	0.0	691.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A4C1T9T8|A0A4C1T9T8_EUMVA Nuclear pore complex protein Nup154 OS=Eumeta variegata OX=151549 GN=Nup154 PE=3 SV=1
g13293.t1	tr|A0A4C1UU22|A0A4C1UU22_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	88.021	100.0	3.02e-115	335.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A4C1UU22|A0A4C1UU22_EUMVA LHFPL tetraspan subfamily member 2a protein OS=Eumeta variegata OX=151549 GN=lhfpl2a PE=4 SV=1
g13294.t1	tr|A0A4C1UVB7|A0A4C1UVB7_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	99.048	97.0	7.75e-149	446.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A4C1UVB7|A0A4C1UVB7_EUMVA Cullin-1 OS=Eumeta variegata OX=151549 GN=Cul1 PE=3 SV=1
g13295.t1	tr|A0A4C1UT63|A0A4C1UT63_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	83.359	84.0	0.0	2050.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A4C1UT63|A0A4C1UT63_EUMVA Thyroid receptor-interacting protein 11 OS=Eumeta variegata OX=151549 GN=TRIP11 PE=4 SV=1
g13296.t1	tr|A0A4C1V0N2|A0A4C1V0N2_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	63.499	99.0	0.0	622.0	14	14	14	0	0	0	0	0	14	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A4C1V0N2|A0A4C1V0N2_EUMVA Epoxide hydrolase OS=Eumeta variegata OX=151549 GN=JHEH PE=3 SV=1
g13297.t1	tr|A0A4C1V0N2|A0A4C1V0N2_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	66.161	99.0	0.0	654.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A4C1V0N2|A0A4C1V0N2_EUMVA Epoxide hydrolase OS=Eumeta variegata OX=151549 GN=JHEH PE=3 SV=1
g13298.t1	tr|A0A4C1WDY8|A0A4C1WDY8_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	76.018	82.0	3.02e-123	359.0	10	11	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A4C1WDY8|A0A4C1WDY8_EUMVA Prolyl 3-hydroxylase 1 OS=Eumeta variegata OX=151549 GN=P3h1 PE=3 SV=1
g13299.t1	tr|A0A6J1X0X1|A0A6J1X0X1_GALME	Galleria mellonella	7137	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	52.555	99.0	7.06e-103	310.0	10	10	10	0	0	0	0	0	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	KEEP_ARTHROPOD	Arthropod support 100.0% of taxonomically resolved qualifying hits.	tr|A0A6J1X0X1|A0A6J1X0X1_GALME Cilia- and flagella-associated protein 161 isoform X1 OS=Galleria mellonella OX=7137 GN=LOC113518477 PE=4 SV=1
