qseqid	sseqid	pident	length	qlen	slen	qcovs	evalue	bitscore	stitle
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.891	119	151	4976	90.0	2.4e-06	56.6	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.891	119	151	4976	90.0	2.4e-06	56.6	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.05	119	151	4976	90.0	4.26e-06	55.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.05	119	151	4976	90.0	4.26e-06	55.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.05	119	151	4976	90.0	4.26e-06	55.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.05	119	151	4976	90.0	4.26e-06	55.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.37	119	151	4976	90.0	5.63e-06	55.5	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.21	119	151	4976	90.0	7.58e-06	55.1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.21	119	151	4976	90.0	1.18e-05	54.7	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.21	119	151	4976	90.0	1.18e-05	54.7	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.05	119	151	4976	90.0	1.32e-05	54.3	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.05	119	151	4976	90.0	1.32e-05	54.3	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.05	119	151	4976	90.0	1.32e-05	54.3	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	26.05	119	151	4976	90.0	1.32e-05	54.3	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.21	119	151	4976	90.0	1.48e-05	54.3	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.893	112	151	4976	90.0	1.54e-05	54.3	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.21	119	151	4976	90.0	1.7e-05	54.3	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.37	119	151	4976	90.0	3.48e-05	53.1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.37	119	151	4976	90.0	3.48e-05	53.1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.39	123	151	4976	90.0	5.63e-05	52.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.37	119	151	4976	90.0	7.94e-05	52.4	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.21	119	151	4976	90.0	7.94e-05	52.4	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.37	119	151	4976	90.0	8.33e-05	52.0	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.21	119	151	4976	90.0	8.74e-05	52.0	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	22.794	136	151	4976	90.0	0.000151	51.2	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.37	119	151	4976	90.0	0.000205	50.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.37	119	151	4976	90.0	0.000205	50.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.37	119	151	4976	90.0	0.000344	50.4	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.37	119	151	4976	90.0	0.000476	50.1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.37	119	151	4976	90.0	0.000678	49.7	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90.0	0.001	48.9	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.439	114	151	4976	90.0	0.001	48.5	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.37	119	151	4976	90.0	0.001	48.5	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.107	112	151	4976	90.0	0.002	47.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.107	112	151	4976	90.0	0.002	47.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.107	112	151	4976	90.0	0.003	47.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90.0	0.003	47.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	22.059	136	151	4976	90.0	0.003	47.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	22.059	136	151	4976	90.0	0.003	47.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90.0	0.004	47.4	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90.0	0.004	47.4	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.107	112	151	4976	90.0	0.004	47.4	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90.0	0.004	47.4	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90.0	0.004	47.0	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90.0	0.004	47.0	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.21	119	151	4976	90.0	0.005	47.0	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90.0	0.005	47.0	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	21.324	136	151	4976	90.0	0.007	46.6	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	22.689	119	151	4976	90.0	0.007	46.6	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.107	112	151	4976	90.0	0.008	46.6	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.577	123	151	4976	90.0	0.008	46.2	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90.0	0.009	46.2	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.214	112	151	4976	90.0	0.01	46.2	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90.0	0.012	45.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90.0	0.012	45.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90.0	0.012	45.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90.0	0.013	45.8	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.387	124	151	4976	90.0	0.015	45.4	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90.0	0.016	45.4	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.529	119	151	4976	90.0	0.016	45.4	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	25.0	112	151	4976	90.0	0.017	45.4	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.77	122	151	4976	90.0	0.021	45.1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.387	124	151	4976	90.0	0.022	45.1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	22.034	118	151	4976	90.0	0.023	45.1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	24.37	119	151	4976	90.0	0.027	44.7	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	23.214	112	151	4976	90.0	0.062	43.9	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	22.689	119	151	4976	90.0	0.077	43.5	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	22.689	119	151	4976	90.0	0.098	43.1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	22.689	119	151	4976	90.0	0.098	43.1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	22.689	119	151	4976	90.0	0.1	43.1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	22.689	119	151	4976	90.0	0.11	43.1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	22.689	119	151	4976	90.0	0.12	43.1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	21.849	119	151	4976	90.0	0.13	42.7	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	22.034	118	151	4976	90.0	0.25	42.0	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	22.951	122	151	4976	90.0	0.34	41.6	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	22.581	124	151	4976	90.0	0.42	41.2	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	21.951	123	151	4976	90.0	0.5	41.2	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	21.951	123	151	4976	90.0	0.51	41.2	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	21.008	119	151	4976	90.0	0.78	40.4	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	22.414	116	151	4976	90.0	1.3	40.0	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
g13248.t1	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE	22.131	122	151	4976	90.0	1.4	40.0	tr|A0ACF8XXU8|A0ACF8XXU8_MNELE Uncharacterized protein OS=Mnemiopsis leidyi OX=27923 GN=ACHWQZ_G015545 PE=4 SV=1
