gene_id	best_hit_accession	best_hit_species	best_hit_taxid	best_hit_lineage	best_identity_pct	best_query_coverage_pct	best_evalue	best_bitscore	qualifying_hits	total_blast_hits	arthropod_hits	bacterial_hits	fungal_hits	non_arthropod_eukaryote_hits	other_prokaryote_hits	unknown_taxonomy_hits	known_taxonomy_hits	arthropod_fraction	bacterial_fraction	fungal_fraction	non_arthropod_eukaryote_fraction	other_prokaryote_fraction	classification	decision	reason	best_hit_description
g13607.t1	tr|B4N5R8|B4N5R8_DROWI	Drosophila willistoni	7260	Eukaryota; Metazoa; Arthropoda; Insecta; Diptera	40.93	87.0	0.003	48.9	1	5	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|B4N5R8|B4N5R8_DROWI Uncharacterized protein OS=Drosophila willistoni OX=7260 GN=Dwil\GK17927 PE=4 SV=2
g13639.t1	tr|A0A4C1XTW3|A0A4C1XTW3_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	53.833	99.0	1.7e-171	518.0	1	19	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0A4C1XTW3|A0A4C1XTW3_EUMVA Eukaryotic translation initiation factor 4 gamma 3 OS=Eumeta variegata OX=151549 GN=EIF4G3 PE=4 SV=1
g13705.t1	tr|A0A7F5QYT5|A0A7F5QYT5_AGRPL	Agrilus planipennis	224129	Eukaryota; Metazoa; Arthropoda; Insecta; Coleoptera	30.595	77.0	4.13e-24	114.0	1	11	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0A7F5QYT5|A0A7F5QYT5_AGRPL Stress-activated map kinase-interacting protein 1 OS=Agrilus planipennis OX=224129 GN=LOC108738360 PE=3 SV=1
g13729.t1	tr|A0A9N8L0E4|A0A9N8L0E4_CHRIL	Chrysodeixis includens	689277	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	53.086	74.0	5.7e-47	164.0	1	10	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0A9N8L0E4|A0A9N8L0E4_CHRIL Uncharacterized protein OS=Chrysodeixis includens OX=689277 GN=CINC_LOCUS5369 PE=4 SV=1
g13745.t1	tr|A0A8C2ZZG1|A0A8C2ZZG1_CYCLU	Cyclopterus lumpus	8103	Eukaryota; Metazoa; Chordata; Actinopteri; Perciformes	45.679	99.0	7.63e-13	71.2	191	261	0	63	13	115	0	0	191	0.0	0.3298429319371728	0.06806282722513089	0.6020942408376964	0.0	AMBIGUOUS	AMBIGUOUS	No taxonomic group reached the 70% dominance threshold among taxonomically resolved qualifying hits.	tr|A0A8C2ZZG1|A0A8C2ZZG1_CYCLU Uncharacterized protein OS=Cyclopterus lumpus OX=8103 PE=4 SV=1
g13762.t1	tr|A0A4C1VN90|A0A4C1VN90_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	56.604	75.0	9.35e-07	52.0	1	10	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0A4C1VN90|A0A4C1VN90_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_39218_1 PE=4 SV=1
g13822.t1	tr|A0A4C1Z0U0|A0A4C1Z0U0_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	98.077	98.0	2.44e-29	109.0	10	10	6	0	0	4	0	0	10	0.6	0.0	0.0	0.4	0.0	AMBIGUOUS	AMBIGUOUS	No taxonomic group reached the 70% dominance threshold among taxonomically resolved qualifying hits.	tr|A0A4C1Z0U0|A0A4C1Z0U0_EUMVA cGMP-dependent protein kinase egl-4 OS=Eumeta variegata OX=151549 GN=egl-4 PE=4 SV=1
g13825.t1	tr|A0A4C1T646|A0A4C1T646_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	62.909	100.0	3.81e-79	248.0	1	10	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0A4C1T646|A0A4C1T646_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_78294_1 PE=4 SV=1
g13828.t1	tr|A0A4C1T3Z2|A0A4C1T3Z2_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	57.143	100.0	0.0	641.0	1	18	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0A4C1T3Z2|A0A4C1T3Z2_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_78300_1 PE=4 SV=1
g13886.t1	tr|A0A4C1SF67|A0A4C1SF67_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	49.565	81.0	1.5e-26	105.0	1	10	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0A4C1SF67|A0A4C1SF67_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_74222_1 PE=4 SV=1
g13921.t1	tr|A0ACF8L8J0|A0ACF8L8J0_9NEOP	Scirpophaga incertulas	72366	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	91.289	100.0	0.0	528.0	3	10	2	0	0	1	0	0	3	0.6666666666666666	0.0	0.0	0.3333333333333333	0.0	AMBIGUOUS	AMBIGUOUS	No taxonomic group reached the 70% dominance threshold among taxonomically resolved qualifying hits.	tr|A0ACF8L8J0|A0ACF8L8J0_9NEOP Uncharacterized protein OS=Scirpophaga incertulas OX=72366 GN=ACJJTC_011784 PE=4 SV=1
g13972.t1	tr|A0A4C1WMQ7|A0A4C1WMQ7_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	38.272	95.0	0.022	40.8	1	1	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0A4C1WMQ7|A0A4C1WMQ7_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_27688_1 PE=4 SV=1
g13986.t2	tr|A0A4C1Y676|A0A4C1Y676_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	34.783	79.0	7.75e-18	92.4	1	10	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0A4C1Y676|A0A4C1Y676_EUMVA ATP-dependent DNA helicase OS=Eumeta variegata OX=151549 GN=EVAR_53507_1 PE=4 SV=1
g14019.t1	tr|A0A4C1V271|A0A4C1V271_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	43.077	73.0	0.001	44.7	1	10	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0A4C1V271|A0A4C1V271_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_81223_1 PE=4 SV=1
g14043.t1	tr|A0A4C1U0C6|A0A4C1U0C6_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	84.444	93.0	0.0	547.0	10	10	5	5	0	0	0	0	10	0.5	0.5	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	No taxonomic group reached the 70% dominance threshold among taxonomically resolved qualifying hits.	tr|A0A4C1U0C6|A0A4C1U0C6_EUMVA D-erythronate dehydrogenase OS=Eumeta variegata OX=151549 GN=denD PE=4 SV=1
g14055.t1	tr|A0A4C1XPK8|A0A4C1XPK8_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	54.902	88.0	1.79e-21	92.4	1	3	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0A4C1XPK8|A0A4C1XPK8_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_103310_1 PE=4 SV=1
g14142.t1	tr|A0A4C1X5Z9|A0A4C1X5Z9_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	70.93	71.0	9.04e-28	112.0	1	10	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0A4C1X5Z9|A0A4C1X5Z9_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_54661_1 PE=4 SV=1
g14155.t1	tr|A0ABQ7R1Y0|A0ABQ7R1Y0_PLUXY	Plutella xylostella	51655	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	35.789	87.0	3.85e-07	57.0	1	10	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0ABQ7R1Y0|A0ABQ7R1Y0_PLUXY G-protein coupled receptors family 1 profile domain-containing protein OS=Plutella xylostella OX=51655 GN=JYU34_002342 PE=3 SV=1
g14159.t1	tr|A0A4C1TSM9|A0A4C1TSM9_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	80.233	91.0	1.26e-40	138.0	1	10	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0A4C1TSM9|A0A4C1TSM9_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_8094_1 PE=4 SV=1
g14176.t1	tr|A0A4C1VU17|A0A4C1VU17_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	90.984	92.0	2.02e-34	125.0	1	10	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0A4C1VU17|A0A4C1VU17_EUMVA Zinc finger CCHC domain-containing protein 10 OS=Eumeta variegata OX=151549 GN=ZCCHC10 PE=4 SV=1
g14178.t1	tr|A0ACB9GLX4|A0ACB9GLX4_9ASTR	Smallanthus sonchifolius	185202	Eukaryota; Viridiplantae; Streptophyta; Magnoliopsida; Asterales	31.443	70.0	3.14e-23	107.0	1	10	0	0	0	1	0	0	1	0.0	0.0	0.0	1.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0ACB9GLX4|A0ACB9GLX4_9ASTR Uncharacterized protein OS=Smallanthus sonchifolius OX=185202 GN=L1987_43173 PE=4 SV=1
g14184.t1	tr|A0A4C1U0C6|A0A4C1U0C6_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	85.22	100.0	0.0	563.0	10	10	5	5	0	0	0	0	10	0.5	0.5	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	No taxonomic group reached the 70% dominance threshold among taxonomically resolved qualifying hits.	tr|A0A4C1U0C6|A0A4C1U0C6_EUMVA D-erythronate dehydrogenase OS=Eumeta variegata OX=151549 GN=denD PE=4 SV=1
g14186.t1	tr|A0A4C1U0J9|A0A4C1U0J9_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	78.55	88.0	0.0	541.0	1	10	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0A4C1U0J9|A0A4C1U0J9_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_8920_1 PE=4 SV=1
g14202.t1	tr|A0A1W1YAI4|A0A1W1YAI4_9HYPH	Fulvimarina manganoxydans	937218	Bacteria; Pseudomonadati; Pseudomonadota; Alphaproteobacteria; Hyphomicrobiales	33.333	78.0	0.01	44.7	1	1	0	1	0	0	0	0	1	0.0	1.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0A1W1YAI4|A0A1W1YAI4_9HYPH Microcystinase C OS=Fulvimarina manganoxydans OX=937218 GN=SAMN06297251_101113 PE=3 SV=1
g14216.t1	tr|A0A4C1W1D9|A0A4C1W1D9_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	30.556	93.0	0.02	42.4	1	11	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0A4C1W1D9|A0A4C1W1D9_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_27266_1 PE=4 SV=1
g14232.t1	tr|A0A4C1ZF73|A0A4C1ZF73_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	36.364	99.0	3.92e-12	72.4	1	10	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0A4C1ZF73|A0A4C1ZF73_EUMVA Retrovirus-related Pol polyprotein from transposon 412 OS=Eumeta variegata OX=151549 GN=POL PE=4 SV=1
g14241.t1	tr|A0A8L0DVA0|A0A8L0DVA0_ONCMY	Oncorhynchus mykiss	8022	Eukaryota; Metazoa; Chordata; Actinopteri; Salmoniformes	48.798	99.0	3.49e-105	342.0	204	225	101	0	0	103	0	0	204	0.4950980392156863	0.0	0.0	0.5049019607843137	0.0	AMBIGUOUS	AMBIGUOUS	No taxonomic group reached the 70% dominance threshold among taxonomically resolved qualifying hits.	tr|A0A8L0DVA0|A0A8L0DVA0_ONCMY Uncharacterized protein OS=Oncorhynchus mykiss OX=8022 PE=4 SV=1
g14250.t2	tr|A0A4C1YCS1|A0A4C1YCS1_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	33.526	72.0	1.29e-07	62.4	1	10	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0A4C1YCS1|A0A4C1YCS1_EUMVA Zinc finger protein 112 OS=Eumeta variegata OX=151549 GN=ZNF112 PE=3 SV=1
g14253.t1	tr|A0ABM3FIK3|A0ABM3FIK3_NEOLC	Neodiprion lecontei	441921	Eukaryota; Metazoa; Arthropoda; Insecta; Hymenoptera	35.487	77.0	0.0	679.0	88	192	49	0	0	39	0	0	88	0.5568181818181818	0.0	0.0	0.4431818181818182	0.0	AMBIGUOUS	AMBIGUOUS	No taxonomic group reached the 70% dominance threshold among taxonomically resolved qualifying hits.	tr|A0ABM3FIK3|A0ABM3FIK3_NEOLC Collagen alpha-2(IV) chain isoform X4 OS=Neodiprion lecontei OX=441921 GN=LOC107222815 PE=4 SV=1
g14255.t1	tr|A0ACF8KR76|A0ACF8KR76_9NEOP	Scirpophaga incertulas	72366	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	40.0	75.0	1.15e-12	72.8	1	10	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0ACF8KR76|A0ACF8KR76_9NEOP Uncharacterized protein OS=Scirpophaga incertulas OX=72366 GN=ACJJTC_012282 PE=4 SV=1
g14264.t1	tr|A0A4C1ZE48|A0A4C1ZE48_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	43.81	84.0	2.01e-08	57.8	1	2	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0A4C1ZE48|A0A4C1ZE48_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_65264_1 PE=4 SV=1
g14275.t1	tr|A0A4C1SY80|A0A4C1SY80_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	91.304	82.0	6.8e-05	46.6	7	10	4	0	0	3	0	0	7	0.5714285714285714	0.0	0.0	0.42857142857142855	0.0	AMBIGUOUS	AMBIGUOUS	No taxonomic group reached the 70% dominance threshold among taxonomically resolved qualifying hits.	tr|A0A4C1SY80|A0A4C1SY80_EUMVA Membrane-associated progesterone receptor component 1 OS=Eumeta variegata OX=151549 GN=PGRMC1 PE=3 SV=1
g14283.t1	tr|A0A4C1UJ15|A0A4C1UJ15_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	66.82	100.0	1.86e-97	294.0	1	11	1	0	0	0	0	0	1	1.0	0.0	0.0	0.0	0.0	AMBIGUOUS	AMBIGUOUS	Only 1 qualifying BLAST hit(s) were available. At least 2 qualifying hits are preferred for strong taxonomic classification.	tr|A0A4C1UJ15|A0A4C1UJ15_EUMVA Gustatory receptor for sugar taste 64f OS=Eumeta variegata OX=151549 GN=Gr64f PE=3 SV=1
