gene_id	best_hit_accession	best_hit_species	best_hit_taxid	best_hit_lineage	best_identity_pct	best_query_coverage_pct	best_evalue	best_bitscore	qualifying_hits	total_blast_hits	arthropod_hits	bacterial_hits	fungal_hits	non_arthropod_eukaryote_hits	other_prokaryote_hits	unknown_taxonomy_hits	known_taxonomy_hits	arthropod_fraction	bacterial_fraction	fungal_fraction	non_arthropod_eukaryote_fraction	other_prokaryote_fraction	classification	decision	reason	best_hit_description
g13748.t1	tr|A0AAE0Y5W7|A0AAE0Y5W7_9GAST	Elysia crispata	231223	Eukaryota; Metazoa; Mollusca; Gastropoda; 	36.864	98.0	1e-44	171.0	58	90	0	0	0	58	0	0	58	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0AAE0Y5W7|A0AAE0Y5W7_9GAST Uncharacterized protein OS=Elysia crispata OX=231223 GN=RRG08_004002 PE=4 SV=1
g13761.t1	tr|A0A498M7U3|A0A498M7U3_LABRO	Labeo rohita	84645	Eukaryota; Metazoa; Chordata; Actinopteri; Cypriniformes	40.698	90.0	1.33e-12	69.3	36	36	0	0	0	36	0	0	36	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0A498M7U3|A0A498M7U3_LABRO Stromal interaction molecule 1-like protein OS=Labeo rohita OX=84645 GN=ROHU_028958 PE=4 SV=1
g13812.t1	tr|A0AAP0FAX6|A0AAP0FAX6_9MAGN	Stephania yunnanensis	152371	Eukaryota; Viridiplantae; Streptophyta; Magnoliopsida; Ranunculales	42.308	84.0	1.18e-14	74.7	10	10	2	0	0	8	0	0	10	0.2	0.0	0.0	0.8	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 80.0% of taxonomically resolved qualifying hits.	tr|A0AAP0FAX6|A0AAP0FAX6_9MAGN Craniofacial development protein 2-like OS=Stephania yunnanensis OX=152371 GN=Syun_023146 PE=3 SV=1
g13932.t1	tr|A0AAD9N9Z7|A0AAD9N9Z7_9ANNE	Paralvinella palmiformis	53620	Eukaryota; Metazoa; Annelida; Polychaeta; Terebellida	32.593	86.0	3.84e-29	125.0	7	13	1	0	0	6	0	0	7	0.14285714285714285	0.0	0.0	0.8571428571428571	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 85.7% of taxonomically resolved qualifying hits.	tr|A0AAD9N9Z7|A0AAD9N9Z7_9ANNE SWIM-type domain-containing protein OS=Paralvinella palmiformis OX=53620 GN=LSH36_151g07060 PE=4 SV=1
g14023.t1	tr|A0A8S1A5T9|A0A8S1A5T9_ARCPL	Arctia plantaginis	874455	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	36.909	93.0	0.0	581.0	5	10	1	0	0	4	0	0	5	0.2	0.0	0.0	0.8	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 80.0% of taxonomically resolved qualifying hits.	tr|A0A8S1A5T9|A0A8S1A5T9_ARCPL RNA-directed DNA polymerase OS=Arctia plantaginis OX=874455 GN=APLA_LOCUS8054 PE=4 SV=1
g14104.t1	tr|A0A4C1U215|A0A4C1U215_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	56.621	91.0	2.37e-68	231.0	10	10	2	0	0	8	0	0	10	0.2	0.0	0.0	0.8	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 80.0% of taxonomically resolved qualifying hits.	tr|A0A4C1U215|A0A4C1U215_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_10592_1 PE=3 SV=1
g14129.t1	tr|A0A4C1SBY1|A0A4C1SBY1_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	58.559	98.0	1.4e-16	78.6	20	71	2	0	0	18	0	0	20	0.1	0.0	0.0	0.9	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 90.0% of taxonomically resolved qualifying hits.	tr|A0A4C1SBY1|A0A4C1SBY1_EUMVA Uncharacterized protein OS=Eumeta variegata OX=151549 GN=EVAR_97396_1 PE=4 SV=1
g14179.t1	tr|A0ABR2SIV9|A0ABR2SIV9_9ROSI	Hibiscus sabdariffa	183260	Eukaryota; Viridiplantae; Streptophyta; Magnoliopsida; Malvales	48.222	99.0	4e-137	413.0	9	10	0	0	0	9	0	0	9	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0ABR2SIV9|A0ABR2SIV9_9ROSI Reverse transcriptase Ty1/copia-type domain-containing protein OS=Hibiscus sabdariffa OX=183260 GN=V6N11_064750 PE=4 SV=1
g14180.t1	tr|A0ABR2EC05|A0ABR2EC05_9ROSI	Hibiscus sabdariffa	183260	Eukaryota; Viridiplantae; Streptophyta; Magnoliopsida; Malvales	64.348	99.0	9.51e-47	158.0	10	10	0	0	0	10	0	0	10	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0ABR2EC05|A0ABR2EC05_9ROSI Retrotransposon protein, putative, Ty1-copia subclass OS=Hibiscus sabdariffa OX=183260 GN=V6N12_009875 PE=4 SV=1
g14193.t1	tr|A7S794|A7S794_NEMVE	Nematostella vectensis	45351	Eukaryota; Metazoa; Cnidaria; Anthozoa; Actiniaria	30.79	78.0	3.76e-16	90.1	2	39	0	0	0	2	0	0	2	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A7S794|A7S794_NEMVE Uncharacterized protein (Fragment) OS=Nematostella vectensis OX=45351 GN=NEMVEDRAFT_v1g107189 PE=4 SV=1
g14204.t1	tr|A0AAE0Y5W7|A0AAE0Y5W7_9GAST	Elysia crispata	231223	Eukaryota; Metazoa; Mollusca; Gastropoda; 	37.209	97.0	1.38e-31	131.0	74	122	0	0	0	74	0	0	74	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0AAE0Y5W7|A0AAE0Y5W7_9GAST Uncharacterized protein OS=Elysia crispata OX=231223 GN=RRG08_004002 PE=4 SV=1
g14371.t1	tr|A0ABQ4B1S6|A0ABQ4B1S6_9ACTN	Actinoplanes palleronii	113570	Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micromonosporales	67.416	77.0	2.94e-24	107.0	131	143	0	5	0	126	0	0	131	0.0	0.03816793893129771	0.0	0.9618320610687023	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 96.2% of taxonomically resolved qualifying hits.	tr|A0ABQ4B1S6|A0ABQ4B1S6_9ACTN GTPase Era OS=Actinoplanes palleronii OX=113570 GN=era PE=3 SV=1
g14438.t1	tr|A0ABM3D3T8|A0ABM3D3T8_SALSA	Salmo salar	8030	Eukaryota; Metazoa; Chordata; Actinopteri; Salmoniformes	49.841	87.0	8.87e-91	284.0	31	93	0	0	0	31	0	0	31	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0ABM3D3T8|A0ABM3D3T8_SALSA Golgin subfamily A member 6-like protein 22 OS=Salmo salar OX=8030 GN=LOC106574106 PE=4 SV=1
g14487.t1	tr|A0ACM7C473|A0ACM7C473_ELAGV	Elaeis guineensis var. tenera	51953	Eukaryota; Viridiplantae; Streptophyta; Magnoliopsida; Arecales	46.099	89.0	1.11e-11	72.4	16	43	2	0	0	14	0	0	16	0.125	0.0	0.0	0.875	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 87.5% of taxonomically resolved qualifying hits.	tr|A0ACM7C473|A0ACM7C473_ELAGV Uncharacterized protein OS=Elaeis guineensis var. tenera OX=51953 GN=LOC140855882 PE=4 SV=1
g14488.t1	tr|A0ACM7BNI2|A0ACM7BNI2_ELAGV	Elaeis guineensis var. tenera	51953	Eukaryota; Viridiplantae; Streptophyta; Magnoliopsida; Arecales	64.657	94.0	0.0	636.0	2	10	0	0	0	2	0	0	2	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0ACM7BNI2|A0ACM7BNI2_ELAGV Uncharacterized protein OS=Elaeis guineensis var. tenera OX=51953 GN=LOC140853227 PE=4 SV=1
g14491.t1	tr|A0ACM7C473|A0ACM7C473_ELAGV	Elaeis guineensis var. tenera	51953	Eukaryota; Viridiplantae; Streptophyta; Magnoliopsida; Arecales	51.667	71.0	1.57e-33	138.0	3	76	0	0	0	3	0	0	3	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0ACM7C473|A0ACM7C473_ELAGV Uncharacterized protein OS=Elaeis guineensis var. tenera OX=51953 GN=LOC140855882 PE=4 SV=1
g14493.t1	tr|A0ACM7CQ03|A0ACM7CQ03_ELAGV	Elaeis guineensis var. tenera	51953	Eukaryota; Viridiplantae; Streptophyta; Magnoliopsida; Arecales	89.06	100.0	0.0	881.0	2	10	0	0	0	2	0	0	2	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0ACM7CQ03|A0ACM7CQ03_ELAGV Uncharacterized protein OS=Elaeis guineensis var. tenera OX=51953 GN=LOC140859053 PE=4 SV=1
g14494.t1	tr|A0ACM7CQD8|A0ACM7CQD8_ELAGV	Elaeis guineensis var. tenera	51953	Eukaryota; Viridiplantae; Streptophyta; Magnoliopsida; Arecales	71.622	97.0	5.88e-138	403.0	7	10	0	0	0	7	0	0	7	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0ACM7CQD8|A0ACM7CQD8_ELAGV Uncharacterized protein OS=Elaeis guineensis var. tenera OX=51953 GN=LOC140858603 PE=4 SV=1
g14495.t1	tr|A0ACM7BQC9|A0ACM7BQC9_ELAGV	Elaeis guineensis var. tenera	51953	Eukaryota; Viridiplantae; Streptophyta; Magnoliopsida; Arecales	83.953	95.0	0.0	959.0	3	10	0	0	0	3	0	0	3	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0ACM7BQC9|A0ACM7BQC9_ELAGV Uncharacterized protein OS=Elaeis guineensis var. tenera OX=51953 GN=LOC140853682 PE=4 SV=1
g14496.t1	tr|A0ABY7E5Q1|A0ABY7E5Q1_MYAAR	Mya arenaria	6604	Eukaryota; Metazoa; Mollusca; Bivalvia; Myida	35.123	83.0	1.43e-68	250.0	22	129	0	0	0	22	0	0	22	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0ABY7E5Q1|A0ABY7E5Q1_MYAAR PLIN4-like protein (Fragment) OS=Mya arenaria OX=6604 GN=MAR_019883 PE=4 SV=1
g14498.t1	tr|A0ACM7CQ03|A0ACM7CQ03_ELAGV	Elaeis guineensis var. tenera	51953	Eukaryota; Viridiplantae; Streptophyta; Magnoliopsida; Arecales	90.667	98.0	0.0	903.0	2	10	0	0	0	2	0	0	2	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0ACM7CQ03|A0ACM7CQ03_ELAGV Uncharacterized protein OS=Elaeis guineensis var. tenera OX=51953 GN=LOC140859053 PE=4 SV=1
g14499.t1	tr|A0ACM7CQD8|A0ACM7CQD8_ELAGV	Elaeis guineensis var. tenera	51953	Eukaryota; Viridiplantae; Streptophyta; Magnoliopsida; Arecales	87.088	100.0	0.0	628.0	6	10	0	0	0	6	0	0	6	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0ACM7CQD8|A0ACM7CQD8_ELAGV Uncharacterized protein OS=Elaeis guineensis var. tenera OX=51953 GN=LOC140858603 PE=4 SV=1
g14500.t1	tr|A0ACM7CPC1|A0ACM7CPC1_ELAGV	Elaeis guineensis var. tenera	51953	Eukaryota; Viridiplantae; Streptophyta; Magnoliopsida; Arecales	73.077	88.0	6.92e-177	515.0	3	10	0	0	0	3	0	0	3	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0ACM7CPC1|A0ACM7CPC1_ELAGV Uncharacterized protein OS=Elaeis guineensis var. tenera OX=51953 GN=LOC140858806 PE=4 SV=1
g14606.t1	tr|A0AAE0Y5W7|A0AAE0Y5W7_9GAST	Elysia crispata	231223	Eukaryota; Metazoa; Mollusca; Gastropoda; 	36.449	98.0	4.24e-40	156.0	51	99	0	0	0	51	0	0	51	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0AAE0Y5W7|A0AAE0Y5W7_9GAST Uncharacterized protein OS=Elysia crispata OX=231223 GN=RRG08_004002 PE=4 SV=1
g14759.t1	tr|A0A9D4JL85|A0A9D4JL85_DREPO	Dreissena polymorpha	45954	Eukaryota; Metazoa; Mollusca; Bivalvia; Myida	32.942	89.0	3e-72	267.0	2	28	0	0	0	2	0	0	2	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0A9D4JL85|A0A9D4JL85_DREPO Uncharacterized protein OS=Dreissena polymorpha OX=45954 GN=DPMN_141401 PE=4 SV=1
g14769.t1	tr|A0AAE0Z4S3|A0AAE0Z4S3_9GAST	Elysia crispata	231223	Eukaryota; Metazoa; Mollusca; Gastropoda; 	40.252	99.0	1.81e-24	103.0	49	117	0	13	0	36	0	0	49	0.0	0.2653061224489796	0.0	0.7346938775510204	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 73.5% of taxonomically resolved qualifying hits.	tr|A0AAE0Z4S3|A0AAE0Z4S3_9GAST t-SNARE coiled-coil homology domain-containing protein OS=Elysia crispata OX=231223 GN=RRG08_008126 PE=4 SV=1
g14873.t2	tr|A0A8K9WM74|A0A8K9WM74_ONCMY	Oncorhynchus mykiss	8022	Eukaryota; Metazoa; Chordata; Actinopteri; Salmoniformes	34.73	90.0	1.9e-177	605.0	184	274	0	0	0	184	0	0	184	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0A8K9WM74|A0A8K9WM74_ONCMY Uncharacterized protein OS=Oncorhynchus mykiss OX=8022 PE=4 SV=1
g14889.t1	tr|A0A8C2Z884|A0A8C2Z884_CYCLU	Cyclopterus lumpus	8103	Eukaryota; Metazoa; Chordata; Actinopteri; Perciformes	32.414	77.0	7.3e-07	58.9	10	52	0	0	0	10	0	0	10	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0A8C2Z884|A0A8C2Z884_CYCLU Uncharacterized protein OS=Cyclopterus lumpus OX=8103 PE=4 SV=1
g14978.t1	tr|A0ACF8W094|A0ACF8W094_9ORYZ	Zizania latifolia	58934	Eukaryota; Viridiplantae; Streptophyta; Magnoliopsida; Poales	32.117	82.0	1.21e-05	54.7	24	56	0	0	0	24	0	0	24	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0ACF8W094|A0ACF8W094_9ORYZ Uncharacterized protein OS=Zizania latifolia OX=58934 GN=ABZP36_028319 PE=4 SV=1
g15054.t1	tr|A0AAE0Y5W7|A0AAE0Y5W7_9GAST	Elysia crispata	231223	Eukaryota; Metazoa; Mollusca; Gastropoda; 	42.593	95.0	6.68e-05	48.1	27	65	2	0	0	25	0	0	27	0.07407407407407407	0.0	0.0	0.9259259259259259	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 92.6% of taxonomically resolved qualifying hits.	tr|A0AAE0Y5W7|A0AAE0Y5W7_9GAST Uncharacterized protein OS=Elysia crispata OX=231223 GN=RRG08_004002 PE=4 SV=1
g15081.t1	tr|A0ACM8BDX5|A0ACM8BDX5_PETMA	Petromyzon marinus	7757	Eukaryota; Metazoa; Chordata; Hyperoartia; Petromyzontiformes	37.931	78.0	0.024	42.0	4	11	0	0	0	4	0	0	4	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0ACM8BDX5|A0ACM8BDX5_PETMA Uncharacterized protein LOC116945425 OS=Petromyzon marinus OX=7757 GN=LOC116945425 PE=4 SV=1
g15100.t1	tr|A7RF23|A7RF23_NEMVE	Nematostella vectensis	45351	Eukaryota; Metazoa; Cnidaria; Anthozoa; Actiniaria	49.711	84.0	1.9e-43	155.0	65	104	3	0	0	62	0	0	65	0.046153846153846156	0.0	0.0	0.9538461538461539	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 95.4% of taxonomically resolved qualifying hits.	tr|A7RF23|A7RF23_NEMVE Uncharacterized protein (Fragment) OS=Nematostella vectensis OX=45351 GN=NEMVEDRAFT_v1g78968 PE=4 SV=1
g15124.t1	tr|A0AAD8BUW0|A0AAD8BUW0_BIOPF	Biomphalaria pfeifferi	112525	Eukaryota; Metazoa; Mollusca; Gastropoda; 	43.158	98.0	5.73e-37	139.0	57	70	0	0	0	57	0	0	57	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0AAD8BUW0|A0AAD8BUW0_BIOPF Uncharacterized protein OS=Biomphalaria pfeifferi OX=112525 GN=Bpfe_010421 PE=4 SV=1
g15251.t1	tr|A0AAD9N9Z7|A0AAD9N9Z7_9ANNE	Paralvinella palmiformis	53620	Eukaryota; Metazoa; Annelida; Polychaeta; Terebellida	32.157	90.0	1.65e-26	116.0	5	12	0	0	0	5	0	0	5	0.0	0.0	0.0	1.0	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 100.0% of taxonomically resolved qualifying hits.	tr|A0AAD9N9Z7|A0AAD9N9Z7_9ANNE SWIM-type domain-containing protein OS=Paralvinella palmiformis OX=53620 GN=LSH36_151g07060 PE=4 SV=1
g15263.t1	tr|A0A0N4TA91|A0A0N4TA91_BRUPA	Brugia pahangi	6280	Eukaryota; Metazoa; Nematoda; Chromadorea; Rhabditida	30.986	77.0	2.63e-05	48.9	12	68	0	0	1	11	0	0	12	0.0	0.0	0.08333333333333333	0.9166666666666666	0.0	NON_ARTHROPOD_EUKARYOTE	NON_ARTHROPOD_EUKARYOTE	Non-arthropod eukaryote support 91.7% of taxonomically resolved qualifying hits.	tr|A0A0N4TA91|A0A0N4TA91_BRUPA CA domain-containing protein OS=Brugia pahangi OX=6280 GN=BPAG_LOCUS5093 PE=4 SV=1
