g6773.t1	19d809073e607a8dbdf60751f75da848	1397	SMART	SM00015	iq_5	1022	1044	120.0	T	24-08-2026	IPR000048	IQ motif, EF-hand binding site	-	-
g6773.t1	19d809073e607a8dbdf60751f75da848	1397	SMART	SM00015	iq_5	1123	1145	0.028	T	24-08-2026	IPR000048	IQ motif, EF-hand binding site	-	-
g6773.t1	19d809073e607a8dbdf60751f75da848	1397	SMART	SM00015	iq_5	1087	1109	25.0	T	24-08-2026	IPR000048	IQ motif, EF-hand binding site	-	-
g6773.t1	19d809073e607a8dbdf60751f75da848	1397	CDD	cd23767	IQCD	1117	1148	7.70922E-6	T	24-08-2026	-	-	-	-
g6773.t1	19d809073e607a8dbdf60751f75da848	1397	Gene3D	G3DSA:1.20.5.190	-	1093	1144	4.8E-9	T	24-08-2026	-	-	-	-
g6773.t1	19d809073e607a8dbdf60751f75da848	1397	Gene3D	G3DSA:1.20.5.190	-	1024	1070	2.1E-6	T	24-08-2026	-	-	-	-
g6773.t1	19d809073e607a8dbdf60751f75da848	1397	Gene3D	G3DSA:1.10.418.10	-	883	988	2.0E-23	T	24-08-2026	IPR036872	CH domain superfamily	-	-
g6773.t1	19d809073e607a8dbdf60751f75da848	1397	ProSiteProfiles	PS50096	IQ motif profile.	1050	1079	6.6136	T	24-08-2026	-	-	-	-
g6773.t1	19d809073e607a8dbdf60751f75da848	1397	ProSiteProfiles	PS50096	IQ motif profile.	1088	1117	8.4802	T	24-08-2026	-	-	-	-
g6773.t1	19d809073e607a8dbdf60751f75da848	1397	PANTHER	PTHR22706	ASSEMBLY FACTOR FOR SPINDLE MICROTUBULES	28	991	3.0E-114	T	24-08-2026	IPR051185	Abnormal Spindle-like Microcephaly-associated	-	-
g6773.t1	19d809073e607a8dbdf60751f75da848	1397	ProSiteProfiles	PS50096	IQ motif profile.	1124	1152	9.029201	T	24-08-2026	-	-	-	-
g6773.t1	19d809073e607a8dbdf60751f75da848	1397	Pfam	PF00307	Calponin homology (CH) domain	897	987	0.0028	T	24-08-2026	IPR001715	Calponin homology domain	-	-
g6773.t1	19d809073e607a8dbdf60751f75da848	1397	CDD	cd21223	CH_ASPM_rpt1	875	983	5.24764E-48	T	24-08-2026	-	-	-	-
g6773.t1	19d809073e607a8dbdf60751f75da848	1397	CDD	cd23767	IQCD	1046	1074	0.00186311	T	24-08-2026	-	-	-	-
g6773.t1	19d809073e607a8dbdf60751f75da848	1397	Coils	Coil	Coil	1108	1128	-	T	24-08-2026	-	-	-	-
g6773.t1	19d809073e607a8dbdf60751f75da848	1397	SUPERFAMILY	SSF47576	Calponin-homology domain, CH-domain	712	991	2.49E-33	T	24-08-2026	IPR036872	CH domain superfamily	-	-
g12615.t1	63ea980911f4026378fbeb83bbdfc3f3	560	MobiDBLite	mobidb-lite	consensus disorder prediction	544	560	-	T	24-08-2026	-	-	-	-
g12615.t1	63ea980911f4026378fbeb83bbdfc3f3	560	MobiDBLite	mobidb-lite	consensus disorder prediction	538	560	-	T	24-08-2026	-	-	-	-
g12615.t1	63ea980911f4026378fbeb83bbdfc3f3	560	ProSiteProfiles	PS50850	Major facilitator superfamily (MFS) profile.	101	525	14.695313	T	24-08-2026	IPR020846	Major facilitator superfamily domain	-	-
g12615.t1	63ea980911f4026378fbeb83bbdfc3f3	560	SUPERFAMILY	SSF103473	MFS general substrate transporter	156	530	9.94E-46	T	24-08-2026	IPR036259	MFS transporter superfamily	-	-
g12615.t1	63ea980911f4026378fbeb83bbdfc3f3	560	Pfam	PF00083	Sugar (and other) transporter	122	492	4.2E-22	T	24-08-2026	IPR005828	Major facilitator, sugar transporter-like	-	-
g12615.t1	63ea980911f4026378fbeb83bbdfc3f3	560	Gene3D	G3DSA:1.20.1250.20	MFS general substrate transporter like domains	121	534	6.9E-59	T	24-08-2026	IPR036259	MFS transporter superfamily	-	-
g12615.t1	63ea980911f4026378fbeb83bbdfc3f3	560	PANTHER	PTHR24064	SOLUTE CARRIER FAMILY 22 MEMBER	49	534	1.6E-76	T	24-08-2026	-	-	-	-
g10073.t1	3de67d95fd1148a7201c8ede92cfc5bf	186	PANTHER	PTHR47272	DDE_TNP_1_7 DOMAIN-CONTAINING PROTEIN	1	168	6.9E-41	T	24-08-2026	-	-	-	-
g10073.t1	3de67d95fd1148a7201c8ede92cfc5bf	186	Pfam	PF13843	Transposase IS4	2	168	1.1E-21	T	24-08-2026	IPR029526	PiggyBac transposable element-derived protein	-	-
g9612.t1	c740719a63db524b71cd1ada45211b33	271	NCBIfam	NF003916	malate dehydrogenase	2	267	2.1E-115	T	24-08-2026	-	-	-	-
g9612.t1	c740719a63db524b71cd1ada45211b33	271	NCBIfam	TIGR01759	malate dehydrogenase	3	263	2.4E-124	T	24-08-2026	IPR010945	Malate dehydrogenase, type 2	-	-
g9612.t1	c740719a63db524b71cd1ada45211b33	271	PANTHER	PTHR23382	MALATE DEHYDROGENASE	3	263	5.4E-123	T	24-08-2026	IPR010945	Malate dehydrogenase, type 2	-	-
g9612.t1	c740719a63db524b71cd1ada45211b33	271	Gene3D	G3DSA:3.40.50.720	-	1	154	4.6E-65	T	24-08-2026	-	-	-	-
g9612.t1	c740719a63db524b71cd1ada45211b33	271	Pfam	PF02866	lactate/malate dehydrogenase, alpha/beta C-terminal domain	156	263	1.5E-26	T	24-08-2026	IPR022383	Lactate/malate dehydrogenase, C-terminal	-	-
g9612.t1	c740719a63db524b71cd1ada45211b33	271	Pfam	PF00056	lactate/malate dehydrogenase, NAD binding domain	5	152	1.9E-31	T	24-08-2026	IPR001236	Lactate/malate dehydrogenase, N-terminal	-	-
g9612.t1	c740719a63db524b71cd1ada45211b33	271	ProSitePatterns	PS00068	Malate dehydrogenase active site signature.	155	167	-	T	24-08-2026	IPR001252	Malate dehydrogenase, active site	-	-
g9612.t1	c740719a63db524b71cd1ada45211b33	271	SUPERFAMILY	SSF51735	NAD(P)-binding Rossmann-fold domains	2	155	1.24E-44	T	24-08-2026	IPR036291	NAD(P)-binding domain superfamily	-	-
g9612.t1	c740719a63db524b71cd1ada45211b33	271	Gene3D	G3DSA:3.90.110.10	-	155	271	6.9E-44	T	24-08-2026	IPR015955	Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal	-	-
g9612.t1	c740719a63db524b71cd1ada45211b33	271	FunFam	G3DSA:3.40.50.720:FF:000010	Malate dehydrogenase	2	154	1.3E-75	T	24-08-2026	-	-	-	-
g9612.t1	c740719a63db524b71cd1ada45211b33	271	SUPERFAMILY	SSF56327	LDH C-terminal domain-like	156	265	2.16E-37	T	24-08-2026	IPR015955	Lactate dehydrogenase/glycoside hydrolase, family 4, C-terminal	-	-
g9612.t1	c740719a63db524b71cd1ada45211b33	271	PIRSF	PIRSF000102	Lac_mal_DH	2	265	1.6E-61	T	24-08-2026	IPR001557	L-lactate/malate dehydrogenase	-	-
g6751.t1	b5340613acb5a522a2e3b12bcaf92ab0	442	PANTHER	PTHR24361	MITOGEN-ACTIVATED KINASE KINASE KINASE	43	250	4.3E-30	T	24-08-2026	IPR053235	Ser/Thr Protein Kinase	-	-
g6751.t1	b5340613acb5a522a2e3b12bcaf92ab0	442	Gene3D	G3DSA:1.10.510.10	Transferase(Phosphotransferase) domain 1	37	255	1.9E-37	T	24-08-2026	-	-	-	-
g6751.t1	b5340613acb5a522a2e3b12bcaf92ab0	442	SMART	SM00220	serkin_6	3	253	1.9E-12	T	24-08-2026	IPR000719	Protein kinase domain	-	-
g6751.t1	b5340613acb5a522a2e3b12bcaf92ab0	442	Pfam	PF00069	Protein kinase domain	44	248	6.3E-29	T	24-08-2026	IPR000719	Protein kinase domain	-	-
g6751.t1	b5340613acb5a522a2e3b12bcaf92ab0	442	ProSiteProfiles	PS50011	Protein kinase domain profile.	1	252	28.046816	T	24-08-2026	IPR000719	Protein kinase domain	-	-
g6751.t1	b5340613acb5a522a2e3b12bcaf92ab0	442	SUPERFAMILY	SSF56112	Protein kinase-like (PK-like)	41	257	1.64E-42	T	24-08-2026	IPR011009	Protein kinase-like domain superfamily	-	-
g10228.t2	5f411f68ac3865968fd4924c68a9e999	373	CDD	cd19520	RecA-like_ATAD1	84	249	2.34915E-108	T	24-08-2026	-	-	-	-
g10228.t2	5f411f68ac3865968fd4924c68a9e999	373	Gene3D	G3DSA:1.10.8.60	-	252	352	3.8E-84	T	24-08-2026	-	-	-	-
g10228.t2	5f411f68ac3865968fd4924c68a9e999	373	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	121	250	1.0E-29	T	24-08-2026	IPR003959	ATPase, AAA-type, core	-	-
g10228.t2	5f411f68ac3865968fd4924c68a9e999	373	Pfam	PF17862	AAA+ lid domain	273	314	8.8E-7	T	24-08-2026	IPR041569	AAA ATPase, AAA+ lid domain	-	-
g10228.t2	5f411f68ac3865968fd4924c68a9e999	373	FunFam	G3DSA:3.40.50.300:FF:000538	ATPase family AAA domain-containing protein 1	79	256	2.2E-90	T	24-08-2026	-	-	-	-
g10228.t2	5f411f68ac3865968fd4924c68a9e999	373	Gene3D	G3DSA:3.40.50.300	-	79	357	3.8E-84	T	24-08-2026	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	-
g10228.t2	5f411f68ac3865968fd4924c68a9e999	373	SMART	SM00382	AAA_5	117	255	6.4E-16	T	24-08-2026	IPR003593	AAA+ ATPase domain	-	-
g10228.t2	5f411f68ac3865968fd4924c68a9e999	373	ProSitePatterns	PS00674	AAA-protein family signature.	223	242	-	T	24-08-2026	IPR003960	ATPase, AAA-type, conserved site	-	-
g10228.t2	5f411f68ac3865968fd4924c68a9e999	373	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	78	354	2.13E-54	T	24-08-2026	IPR027417	P-loop containing nucleoside triphosphate hydrolase	-	-
g10228.t2	5f411f68ac3865968fd4924c68a9e999	373	PANTHER	PTHR45644	AAA ATPASE, PUTATIVE (AFU_ORTHOLOGUE AFUA_2G12920)-RELATED-RELATED	54	357	5.0E-120	T	24-08-2026	IPR051701	Mitochondrial Outer Membrane Translocase MSP1 Subfamily	-	-
g12694.t1	90caa4b517d2fea1e7ad29a7d8c48429	811	Coils	Coil	Coil	414	434	-	T	24-08-2026	-	-	-	-
g12694.t1	90caa4b517d2fea1e7ad29a7d8c48429	811	SUPERFAMILY	SSF46579	Prefoldin	329	435	5.49E-5	T	24-08-2026	-	-	-	-
g12694.t1	90caa4b517d2fea1e7ad29a7d8c48429	811	MobiDBLite	mobidb-lite	consensus disorder prediction	113	129	-	T	24-08-2026	-	-	-	-
g12694.t1	90caa4b517d2fea1e7ad29a7d8c48429	811	MobiDBLite	mobidb-lite	consensus disorder prediction	211	230	-	T	24-08-2026	-	-	-	-
g12694.t1	90caa4b517d2fea1e7ad29a7d8c48429	811	MobiDBLite	mobidb-lite	consensus disorder prediction	148	158	-	T	24-08-2026	-	-	-	-
g12694.t1	90caa4b517d2fea1e7ad29a7d8c48429	811	MobiDBLite	mobidb-lite	consensus disorder prediction	551	571	-	T	24-08-2026	-	-	-	-
g12694.t1	90caa4b517d2fea1e7ad29a7d8c48429	811	MobiDBLite	mobidb-lite	consensus disorder prediction	18	162	-	T	24-08-2026	-	-	-	-
g12694.t1	90caa4b517d2fea1e7ad29a7d8c48429	811	MobiDBLite	mobidb-lite	consensus disorder prediction	47	75	-	T	24-08-2026	-	-	-	-
g12694.t1	90caa4b517d2fea1e7ad29a7d8c48429	811	Coils	Coil	Coil	334	354	-	T	24-08-2026	-	-	-	-
g12694.t1	90caa4b517d2fea1e7ad29a7d8c48429	811	Coils	Coil	Coil	309	329	-	T	24-08-2026	-	-	-	-
g12070.t1	2a3fdc885dd65c354149658190a258cd	190	PANTHER	PTHR13628	TRANSMEMBRANE PROTEIN 267	3	173	1.8E-44	T	24-08-2026	IPR026572	Transmembrane protein 267	-	-
g10690.t1	81caeceec247e3f84c61cf713bb54cc2	284	Pfam	PF10545	Alcohol dehydrogenase transcription factor Myb/SANT-like	39	131	1.3E-10	T	24-08-2026	IPR006578	MADF domain	-	-
g10690.t1	81caeceec247e3f84c61cf713bb54cc2	284	ProSiteProfiles	PS51029	MADF domain profile.	38	136	11.503843	T	24-08-2026	IPR006578	MADF domain	-	-
g10690.t1	81caeceec247e3f84c61cf713bb54cc2	284	MobiDBLite	mobidb-lite	consensus disorder prediction	182	191	-	T	24-08-2026	-	-	-	-
g10690.t1	81caeceec247e3f84c61cf713bb54cc2	284	MobiDBLite	mobidb-lite	consensus disorder prediction	263	284	-	T	24-08-2026	-	-	-	-
g10690.t1	81caeceec247e3f84c61cf713bb54cc2	284	MobiDBLite	mobidb-lite	consensus disorder prediction	154	166	-	T	24-08-2026	-	-	-	-
g10690.t1	81caeceec247e3f84c61cf713bb54cc2	284	MobiDBLite	mobidb-lite	consensus disorder prediction	263	273	-	T	24-08-2026	-	-	-	-
g10690.t1	81caeceec247e3f84c61cf713bb54cc2	284	MobiDBLite	mobidb-lite	consensus disorder prediction	154	191	-	T	24-08-2026	-	-	-	-
g10690.t1	81caeceec247e3f84c61cf713bb54cc2	284	PANTHER	PTHR21505	MADF DOMAIN-CONTAINING PROTEIN-RELATED	36	165	3.3E-31	T	24-08-2026	-	-	-	-
g10690.t1	81caeceec247e3f84c61cf713bb54cc2	284	SMART	SM00595	118neu2	38	136	1.8E-14	T	24-08-2026	-	-	-	-
g8871.t1	05c03d33a7049e52f8e8bfcad451740e	372	PANTHER	PTHR12137	CARBOHYDRATE SULFOTRANSFERASE	82	364	2.3E-52	T	24-08-2026	IPR018011	Carbohydrate sulfotransferase 8-10	-	-
g8871.t1	05c03d33a7049e52f8e8bfcad451740e	372	Pfam	PF03567	Sulfotransferase family	115	362	9.9E-43	T	24-08-2026	IPR005331	Sulfotransferase	-	-
g12074.t1	5086d3485e898f98f7ad3ca42a131647	114	CDD	cd00063	FN3	74	112	0.00169118	T	24-08-2026	IPR003961	Fibronectin type III	-	-
g12074.t1	5086d3485e898f98f7ad3ca42a131647	114	Gene3D	G3DSA:2.60.40.10	Immunoglobulins	69	114	1.2E-6	T	24-08-2026	IPR013783	Immunoglobulin-like fold	-	-
g12074.t1	5086d3485e898f98f7ad3ca42a131647	114	SUPERFAMILY	SSF49265	Fibronectin type III	74	113	1.82E-7	T	24-08-2026	IPR036116	Fibronectin type III superfamily	-	-
g12074.t1	5086d3485e898f98f7ad3ca42a131647	114	Pfam	PF00041	Fibronectin type III domain	77	112	0.05	T	24-08-2026	IPR003961	Fibronectin type III	-	-
g12074.t1	5086d3485e898f98f7ad3ca42a131647	114	PANTHER	PTHR21104	FIBRONECTIN TYPE III DOMAIN-CONTAINING PROTEIN	56	113	3.1E-9	T	24-08-2026	-	-	-	-
g12074.t1	5086d3485e898f98f7ad3ca42a131647	114	ProSiteProfiles	PS50853	Fibronectin type-III domain profile.	76	114	9.609862	T	24-08-2026	IPR003961	Fibronectin type III	-	-
g11866.t1	8b76730dfb66cbd8bfcfc7ec1943d564	466	Pfam	PF13843	Transposase IS4	89	460	5.4E-80	T	24-08-2026	IPR029526	PiggyBac transposable element-derived protein	-	-
g11866.t1	8b76730dfb66cbd8bfcfc7ec1943d564	466	Coils	Coil	Coil	24	51	-	T	24-08-2026	-	-	-	-
g11866.t1	8b76730dfb66cbd8bfcfc7ec1943d564	466	PANTHER	PTHR46599	PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4	24	459	2.2E-84	T	24-08-2026	-	-	-	-
g8353.t1	c3c0b6ca8c23e2cdc08f3fed833df450	327	ProSiteProfiles	PS50920	Solute carrier (Solcar) repeat profile.	232	321	19.144875	T	24-08-2026	IPR018108	Mitochondrial carrier protein, transmembrane region	-	-
g8353.t1	c3c0b6ca8c23e2cdc08f3fed833df450	327	Pfam	PF00153	Mitochondrial carrier protein	126	222	1.2E-14	T	24-08-2026	IPR018108	Mitochondrial carrier protein, transmembrane region	-	-
g8353.t1	c3c0b6ca8c23e2cdc08f3fed833df450	327	Pfam	PF00153	Mitochondrial carrier protein	31	121	1.8E-19	T	24-08-2026	IPR018108	Mitochondrial carrier protein, transmembrane region	-	-
g8353.t1	c3c0b6ca8c23e2cdc08f3fed833df450	327	Pfam	PF00153	Mitochondrial carrier protein	232	316	2.4E-18	T	24-08-2026	IPR018108	Mitochondrial carrier protein, transmembrane region	-	-
g8353.t1	c3c0b6ca8c23e2cdc08f3fed833df450	327	PANTHER	PTHR45678	MITOCHONDRIAL 2-OXODICARBOXYLATE CARRIER 1-RELATED	31	317	1.7E-118	T	24-08-2026	IPR051028	Mitochondrial Solute Carrier	-	-
g8353.t1	c3c0b6ca8c23e2cdc08f3fed833df450	327	PRINTS	PR00926	Mitochondrial carrier protein signature	46	60	1.4E-10	T	24-08-2026	IPR002067	Mitochondrial carrier protein	-	-
g8353.t1	c3c0b6ca8c23e2cdc08f3fed833df450	327	PRINTS	PR00926	Mitochondrial carrier protein signature	33	46	1.4E-10	T	24-08-2026	IPR002067	Mitochondrial carrier protein	-	-
g8353.t1	c3c0b6ca8c23e2cdc08f3fed833df450	327	PRINTS	PR00926	Mitochondrial carrier protein signature	93	113	1.4E-10	T	24-08-2026	IPR002067	Mitochondrial carrier protein	-	-
g8353.t1	c3c0b6ca8c23e2cdc08f3fed833df450	327	PRINTS	PR00926	Mitochondrial carrier protein signature	195	213	1.4E-10	T	24-08-2026	IPR002067	Mitochondrial carrier protein	-	-
g8353.t1	c3c0b6ca8c23e2cdc08f3fed833df450	327	PRINTS	PR00926	Mitochondrial carrier protein signature	241	263	1.4E-10	T	24-08-2026	IPR002067	Mitochondrial carrier protein	-	-
g8353.t1	c3c0b6ca8c23e2cdc08f3fed833df450	327	ProSiteProfiles	PS50920	Solute carrier (Solcar) repeat profile.	126	222	19.144875	T	24-08-2026	IPR018108	Mitochondrial carrier protein, transmembrane region	-	-
g8353.t1	c3c0b6ca8c23e2cdc08f3fed833df450	327	Gene3D	G3DSA:1.50.40.10	Mitochondrial carrier domain	14	322	7.6E-76	T	24-08-2026	IPR023395	Mitochondrial carrier protein domain superfamily	-	-
g8353.t1	c3c0b6ca8c23e2cdc08f3fed833df450	327	ProSiteProfiles	PS50920	Solute carrier (Solcar) repeat profile.	28	118	23.650024	T	24-08-2026	IPR018108	Mitochondrial carrier protein, transmembrane region	-	-
g8353.t1	c3c0b6ca8c23e2cdc08f3fed833df450	327	FunFam	G3DSA:1.50.40.10:FF:000026	Putative mitochondrial glutamate carrier 2	25	318	1.9E-133	T	24-08-2026	-	-	-	-
g8353.t1	c3c0b6ca8c23e2cdc08f3fed833df450	327	SUPERFAMILY	SSF103506	Mitochondrial carrier	31	315	6.41E-74	T	24-08-2026	IPR023395	Mitochondrial carrier protein domain superfamily	-	-
g9279.t1	97dfb9d3ac73ac68bdb50cc048edd265	141	ProSiteProfiles	PS51263	ADF-H domain profile.	5	140	19.713074	T	24-08-2026	IPR002108	Actin-depolymerising factor homology domain	-	-
g9279.t1	97dfb9d3ac73ac68bdb50cc048edd265	141	PIRSF	PIRSF001788	GMF-beta	5	140	2.5E-45	T	24-08-2026	IPR011171	Glia maturation factor	-	-
g9279.t1	97dfb9d3ac73ac68bdb50cc048edd265	141	PANTHER	PTHR11249	GLIAL FACTOR NATURATION FACTOR	5	140	3.6E-42	T	24-08-2026	IPR011171	Glia maturation factor	-	-
g9279.t1	97dfb9d3ac73ac68bdb50cc048edd265	141	FunFam	G3DSA:3.40.20.10:FF:000026	Glia maturation factor	2	140	2.1E-48	T	24-08-2026	-	-	-	-
g9279.t1	97dfb9d3ac73ac68bdb50cc048edd265	141	Pfam	PF00241	Cofilin/tropomyosin-type actin-binding protein	9	139	8.3E-18	T	24-08-2026	IPR002108	Actin-depolymerising factor homology domain	-	-
g9279.t1	97dfb9d3ac73ac68bdb50cc048edd265	141	SMART	SM00102	adf_2	13	140	2.4E-8	T	24-08-2026	IPR002108	Actin-depolymerising factor homology domain	-	-
g9279.t1	97dfb9d3ac73ac68bdb50cc048edd265	141	SUPERFAMILY	SSF55753	Actin depolymerizing proteins	8	139	1.7E-32	T	24-08-2026	-	-	-	-
g9279.t1	97dfb9d3ac73ac68bdb50cc048edd265	141	CDD	cd11283	ADF_GMF-beta_like	10	131	2.51876E-51	T	24-08-2026	IPR011171	Glia maturation factor	-	-
g9279.t1	97dfb9d3ac73ac68bdb50cc048edd265	141	Gene3D	G3DSA:3.40.20.10	Severin	1	140	1.9E-33	T	24-08-2026	IPR029006	ADF-H/Gelsolin-like domain superfamily	-	-
g6782.t1	343ba49e6974c903c0d74fe9af1b3bfd	298	Pfam	PF28528	Pinta-like, UBA domain	18	87	3.1E-20	T	24-08-2026	-	-	-	-
g6782.t1	343ba49e6974c903c0d74fe9af1b3bfd	298	ProSiteProfiles	PS50191	CRAL-TRIO lipid binding domain profile.	87	245	11.262148	T	24-08-2026	IPR001251	CRAL-TRIO lipid binding domain	-	-
g6782.t1	343ba49e6974c903c0d74fe9af1b3bfd	298	Gene3D	G3DSA:3.40.525.10	-	17	279	8.8E-34	T	24-08-2026	IPR036865	CRAL-TRIO lipid binding domain superfamily	-	-
g6782.t1	343ba49e6974c903c0d74fe9af1b3bfd	298	SUPERFAMILY	SSF46938	CRAL/TRIO N-terminal domain	18	83	7.32E-11	T	24-08-2026	IPR036273	CRAL/TRIO, N-terminal domain superfamily	-	-
g6782.t1	343ba49e6974c903c0d74fe9af1b3bfd	298	Coils	Coil	Coil	245	265	-	T	24-08-2026	-	-	-	-
g6782.t1	343ba49e6974c903c0d74fe9af1b3bfd	298	CDD	cd00170	SEC14	93	239	3.38296E-18	T	24-08-2026	IPR001251	CRAL-TRIO lipid binding domain	-	-
g6782.t1	343ba49e6974c903c0d74fe9af1b3bfd	298	Pfam	PF00650	CRAL/TRIO domain	99	239	1.7E-13	T	24-08-2026	IPR001251	CRAL-TRIO lipid binding domain	-	-
g6782.t1	343ba49e6974c903c0d74fe9af1b3bfd	298	SUPERFAMILY	SSF52087	CRAL/TRIO domain	90	265	1.7E-30	T	24-08-2026	IPR036865	CRAL-TRIO lipid binding domain superfamily	-	-
g6782.t1	343ba49e6974c903c0d74fe9af1b3bfd	298	PRINTS	PR00180	Cellular retinaldehyde-binding protein signature	45	67	4.1E-5	T	24-08-2026	-	-	-	-
