qseqid	sseqid	pident	length	qlen	slen	qcovs	evalue	bitscore	stitle	source
g4.t1	tr|A0A4C1WII4|A0A4C1WII4_EUMVA	69.476	534	534	535	99	0.0	788	Carboxylic ester hydrolase OS=Eumeta variegata OX=151549 GN=EVAR_42840_1 PE=3 SV=1	TrEMBL
g4.t1	tr|A0A4C1WJ25|A0A4C1WJ25_EUMVA	66.168	535	534	555	99	0.0	748	Carboxylic ester hydrolase OS=Eumeta variegata OX=151549 GN=B1 PE=3 SV=1	TrEMBL
g4.t1	tr|A0A7D5YXZ6|A0A7D5YXZ6_9NEOP	63.415	533	534	535	99	0.0	697	Carboxylic ester hydrolase OS=Streltzoviella insularis OX=1206366 PE=2 SV=1	TrEMBL
g4.t1	tr|A0A8S3W187|A0A8S3W187_PARAO	60.902	532	534	534	99	0.0	674	Carboxylic ester hydrolase OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS942 PE=3 SV=1	TrEMBL
g4.t1	tr|A0AAV1KRP0|A0AAV1KRP0_9NEOP	59.962	532	534	534	99	0.0	670	Carboxylic ester hydrolase OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS6756 PE=3 SV=1	TrEMBL
g4.t1	tr|F1C4B8|F1C4B8_PLUXY	60.000	535	534	532	100	0.0	669	Carboxylic ester hydrolase OS=Plutella xylostella OX=51655 GN=Est-6 PE=2 SV=1	TrEMBL
g4.t1	tr|A0A6J1W7H1|A0A6J1W7H1_GALME	60.413	533	534	535	99	0.0	666	Carboxylic ester hydrolase OS=Galleria mellonella OX=7137 GN=LOC113509569 PE=3 SV=2	TrEMBL
g5.t1	tr|A0A4C1WII4|A0A4C1WII4_EUMVA	85.047	535	581	535	92	0.0	951	Carboxylic ester hydrolase OS=Eumeta variegata OX=151549 GN=EVAR_42840_1 PE=3 SV=1	TrEMBL
g5.t1	tr|A0A4C1WH24|A0A4C1WH24_EUMVA	70.412	534	581	545	92	0.0	794	Carboxylic ester hydrolase OS=Eumeta variegata OX=151549 GN=B1 PE=3 SV=1	TrEMBL
g5.t1	tr|A0A4C1WJ25|A0A4C1WJ25_EUMVA	65.162	554	581	555	95	0.0	758	Carboxylic ester hydrolase OS=Eumeta variegata OX=151549 GN=B1 PE=3 SV=1	TrEMBL
g5.t1	tr|A0A4C2A0W6|A0A4C2A0W6_EUMVA	65.730	534	581	511	92	0.0	727	Carboxylic ester hydrolase OS=Eumeta variegata OX=151549 GN=EVAR_57284_1 PE=3 SV=1	TrEMBL
g5.t1	tr|A0A4C1XDT3|A0A4C1XDT3_EUMVA	66.023	518	581	509	89	0.0	714	Carboxylic ester hydrolase OS=Eumeta variegata OX=151549 GN=B1 PE=3 SV=1	TrEMBL
g5.t1	tr|A0A7D5YXZ6|A0A7D5YXZ6_9NEOP	61.914	533	581	535	92	0.0	703	Carboxylic ester hydrolase OS=Streltzoviella insularis OX=1206366 PE=2 SV=1	TrEMBL
g5.t1	tr|A0ABQ7Q206|A0ABQ7Q206_PLUXY	59.007	544	581	680	93	0.0	679	Carboxylic ester hydrolase OS=Plutella xylostella OX=51655 GN=JYU34_017810 PE=3 SV=1	TrEMBL
g5.t1	tr|F1C4B8|F1C4B8_PLUXY	59.774	532	581	532	92	0.0	676	Carboxylic ester hydrolase OS=Plutella xylostella OX=51655 GN=Est-6 PE=2 SV=1	TrEMBL
g5.t1	tr|A0A8S3W187|A0A8S3W187_PARAO	60.413	533	581	534	92	0.0	672	Carboxylic ester hydrolase OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS942 PE=3 SV=1	TrEMBL
g5.t1	tr|A0A1L8D6V3|A0A1L8D6V3_PLUXY	59.398	532	581	532	92	0.0	672	Carboxyl/cholinesterase-016d OS=Plutella xylostella OX=51655 PE=2 SV=1	TrEMBL
g6.t1	tr|A0A0L7KNG8|A0A0L7KNG8_OPEBR	51.693	1093	1093	1085	99	0.0	1163	Odorant degrading enzyme CXE3 (Fragment) OS=Operophtera brumata OX=104452 GN=OBRU01_23574 PE=3 SV=1	TrEMBL
g6.t1	tr|A0A0L7KNG8|A0A0L7KNG8_OPEBR	51.265	593	1093	1085	99	0.0	629	Odorant degrading enzyme CXE3 (Fragment) OS=Operophtera brumata OX=104452 GN=OBRU01_23574 PE=3 SV=1	TrEMBL
g6.t1	tr|A0A9J7IX91|A0A9J7IX91_SPOLT	48.175	1096	1093	1094	99	0.0	996	Uncharacterized protein LOC111357771 OS=Spodoptera litura OX=69820 GN=LOC111357771 PE=3 SV=1	TrEMBL
g6.t1	tr|A0A9J7IX91|A0A9J7IX91_SPOLT	51.769	537	1093	1094	99	0.0	579	Uncharacterized protein LOC111357771 OS=Spodoptera litura OX=69820 GN=LOC111357771 PE=3 SV=1	TrEMBL
g6.t1	tr|A0A835GGM4|A0A835GGM4_SPOEX	47.667	1093	1093	2169	99	0.0	986	Carboxylesterase type B domain-containing protein OS=Spodoptera exigua OX=7107 GN=HW555_005397 PE=3 SV=1	TrEMBL
g6.t1	tr|A0A835GGM4|A0A835GGM4_SPOEX	38.616	1098	1093	2169	99	0.0	733	Carboxylesterase type B domain-containing protein OS=Spodoptera exigua OX=7107 GN=HW555_005397 PE=3 SV=1	TrEMBL
g6.t1	tr|A0A835GGM4|A0A835GGM4_SPOEX	52.434	534	1093	2169	99	2.28e-177	580	Carboxylesterase type B domain-containing protein OS=Spodoptera exigua OX=7107 GN=HW555_005397 PE=3 SV=1	TrEMBL
g6.t1	tr|A0A835GGM4|A0A835GGM4_SPOEX	44.378	498	1093	2169	99	6.02e-120	417	Carboxylesterase type B domain-containing protein OS=Spodoptera exigua OX=7107 GN=HW555_005397 PE=3 SV=1	TrEMBL
g6.t1	tr|A0A835GGM4|A0A835GGM4_SPOEX	40.854	492	1093	2169	99	3.38e-104	370	Carboxylesterase type B domain-containing protein OS=Spodoptera exigua OX=7107 GN=HW555_005397 PE=3 SV=1	TrEMBL
g6.t1	tr|A0A835GGM4|A0A835GGM4_SPOEX	38.346	532	1093	2169	99	2.88e-92	335	Carboxylesterase type B domain-containing protein OS=Spodoptera exigua OX=7107 GN=HW555_005397 PE=3 SV=1	TrEMBL
g6.t1	tr|A0A4C1WJ25|A0A4C1WJ25_EUMVA	81.081	555	1093	555	99	0.0	947	Carboxylic ester hydrolase OS=Eumeta variegata OX=151549 GN=B1 PE=3 SV=1	TrEMBL
g6.t1	tr|A0A4C1WJ25|A0A4C1WJ25_EUMVA	67.041	534	1093	555	99	0.0	755	Carboxylic ester hydrolase OS=Eumeta variegata OX=151549 GN=B1 PE=3 SV=1	TrEMBL
g6.t1	tr|A0A4C1WII4|A0A4C1WII4_EUMVA	83.083	532	1093	535	98	0.0	939	Carboxylic ester hydrolase OS=Eumeta variegata OX=151549 GN=EVAR_42840_1 PE=3 SV=1	TrEMBL
g6.t1	tr|A0A4C1WII4|A0A4C1WII4_EUMVA	66.231	536	1093	535	98	0.0	743	Carboxylic ester hydrolase OS=Eumeta variegata OX=151549 GN=EVAR_42840_1 PE=3 SV=1	TrEMBL
g6.t1	tr|A0A9R0F547|A0A9R0F547_SPOFR	42.125	1092	1093	1106	99	0.0	853	Neuroligin-4, X-linked-like OS=Spodoptera frugiperda OX=7108 GN=LOC118275979 PE=3 SV=1	TrEMBL
g6.t1	tr|A0A9R0F547|A0A9R0F547_SPOFR	48.502	534	1093	1106	99	5.60e-166	527	Neuroligin-4, X-linked-like OS=Spodoptera frugiperda OX=7108 GN=LOC118275979 PE=3 SV=1	TrEMBL
g6.t1	tr|A0A9R0F547|A0A9R0F547_SPOFR	40.414	532	1093	1106	99	1.55e-109	376	Neuroligin-4, X-linked-like OS=Spodoptera frugiperda OX=7108 GN=LOC118275979 PE=3 SV=1	TrEMBL
g6.t1	tr|A0A7E5WVQ0|A0A7E5WVQ0_TRINI	42.049	1113	1093	1097	100	0.0	838	Uncharacterized protein LOC113505755 OS=Trichoplusia ni OX=7111 GN=LOC113505755 PE=3 SV=1	TrEMBL
g6.t1	tr|A0A7E5WVQ0|A0A7E5WVQ0_TRINI	42.048	547	1093	1097	100	1.42e-127	425	Uncharacterized protein LOC113505755 OS=Trichoplusia ni OX=7111 GN=LOC113505755 PE=3 SV=1	TrEMBL
g6.t1	tr|A0ABM4AM58|A0ABM4AM58_VANTA	41.486	1104	1093	1083	99	0.0	833	Uncharacterized protein LOC113400940 OS=Vanessa tameamea OX=334116 GN=LOC113400940 PE=3 SV=1	TrEMBL
g6.t1	tr|A0ACC2Q8P5|A0ACC2Q8P5_9NEOP	41.787	1108	1093	1096	99	0.0	830	Carboxylesterase type B domain-containing protein OS=Mythimna loreyi OX=667449 GN=PYW08_009429 PE=3 SV=1	TrEMBL
g6.t1	tr|A0ACC2Q8P5|A0ACC2Q8P5_9NEOP	42.726	543	1093	1096	99	7.79e-126	420	Carboxylesterase type B domain-containing protein OS=Mythimna loreyi OX=667449 GN=PYW08_009429 PE=3 SV=1	TrEMBL
g6.t1	tr|A0ACC0JD23|A0ACC0JD23_CHOFU	42.176	1112	1093	1153	99	0.0	811	Carboxylesterase type B domain-containing protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_009910 PE=3 SV=1	TrEMBL
g6.t1	tr|A0ACC0JD23|A0ACC0JD23_CHOFU	42.539	583	1093	1153	99	2.71e-129	431	Carboxylesterase type B domain-containing protein OS=Choristoneura fumiferana OX=7141 GN=MSG28_009910 PE=3 SV=1	TrEMBL
g7.t1	tr|A0A4C1WG73|A0A4C1WG73_EUMVA	78.148	540	541	541	99	0.0	914	Carboxylic ester hydrolase OS=Eumeta variegata OX=151549 GN=B1 PE=3 SV=1	TrEMBL
g7.t1	tr|A0A4C1WJ16|A0A4C1WJ16_EUMVA	65.799	538	541	540	99	0.0	773	Acetylcholinesterase OS=Eumeta variegata OX=151549 GN=EVAR_42828_1 PE=3 SV=1	TrEMBL
g7.t1	tr|A0A4C1WFL4|A0A4C1WFL4_EUMVA	65.032	469	541	506	87	0.0	666	Esterase B1 OS=Eumeta variegata OX=151549 GN=B1 PE=4 SV=1	TrEMBL
g7.t1	tr|A0ABM3MV07|A0ABM3MV07_GALME	57.459	543	541	546	99	0.0	653	Carboxylic ester hydrolase OS=Galleria mellonella OX=7137 GN=LOC113514079 PE=3 SV=1	TrEMBL
g7.t1	tr|A0A6J1WPH7|A0A6J1WPH7_GALME	57.090	543	541	546	99	0.0	651	Carboxylic ester hydrolase OS=Galleria mellonella OX=7137 GN=LOC113514079 PE=3 SV=1	TrEMBL
g7.t1	tr|A0A7D5YS09|A0A7D5YS09_9NEOP	56.030	539	541	538	99	0.0	640	Carboxylic ester hydrolase OS=Streltzoviella insularis OX=1206366 PE=2 SV=1	TrEMBL
g7.t1	tr|A0A7E5WVQ0|A0A7E5WVQ0_TRINI	56.667	540	541	1097	99	0.0	632	Uncharacterized protein LOC113505755 OS=Trichoplusia ni OX=7111 GN=LOC113505755 PE=3 SV=1	TrEMBL
g7.t1	tr|A0A7E5WVQ0|A0A7E5WVQ0_TRINI	52.690	539	541	1097	99	0.0	593	Uncharacterized protein LOC113505755 OS=Trichoplusia ni OX=7111 GN=LOC113505755 PE=3 SV=1	TrEMBL
g7.t1	tr|A0AAD7YHY4|A0AAD7YHY4_MYTSE	54.815	540	541	570	99	0.0	631	Carboxylesterase type B domain-containing protein OS=Mythimna separata OX=271217 GN=PYW07_003449 PE=3 SV=1	TrEMBL
g7.t1	tr|A0A7D5UMQ1|A0A7D5UMQ1_9NEOP	55.351	542	541	545	99	0.0	630	Carboxylic ester hydrolase OS=Streltzoviella insularis OX=1206366 PE=2 SV=1	TrEMBL
g7.t1	tr|A0ACC2QUA1|A0ACC2QUA1_9NEOP	54.275	538	541	542	99	0.0	630	Carboxylesterase type B domain-containing protein OS=Mythimna loreyi OX=667449 GN=PYW08_003057 PE=3 SV=1	TrEMBL
g8.t1	tr|A0A4C1WG73|A0A4C1WG73_EUMVA	76.101	159	168	541	95	5.61e-92	285	Carboxylic ester hydrolase OS=Eumeta variegata OX=151549 GN=B1 PE=3 SV=1	TrEMBL
g8.t1	tr|A0A9P0BPY2|A0A9P0BPY2_CHRIL	69.182	159	168	565	95	8.25e-78	249	Carboxylic ester hydrolase OS=Chrysodeixis includens OX=689277 GN=CINC_LOCUS3334 PE=3 SV=1	TrEMBL
g8.t1	tr|A0A8S4G4I2|A0A8S4G4I2_PLUXY	67.296	159	168	538	95	7.18e-77	246	Carboxylic ester hydrolase OS=Plutella xylostella OX=51655 GN=PLXY2_LOCUS13654 PE=3 SV=1	TrEMBL
g8.t1	tr|A0A1L8D6J3|A0A1L8D6J3_PLUXY	67.925	159	168	534	95	7.66e-77	246	Carboxylic ester hydrolase OS=Plutella xylostella OX=51655 PE=2 SV=1	TrEMBL
g8.t1	tr|A0ABQ7Q252|A0ABQ7Q252_PLUXY	67.925	159	168	534	95	7.66e-77	246	Uncharacterized protein OS=Plutella xylostella OX=51655 GN=JYU34_017809 PE=4 SV=1	TrEMBL
g8.t1	tr|A0AAD7YHY4|A0AAD7YHY4_MYTSE	67.296	159	168	570	95	2.36e-76	246	Carboxylesterase type B domain-containing protein OS=Mythimna separata OX=271217 GN=PYW07_003449 PE=3 SV=1	TrEMBL
g8.t1	tr|A0ACC0JF48|A0ACC0JF48_CHOFU	66.667	159	168	535	95	6.24e-76	244	Carboxylic ester hydrolase OS=Choristoneura fumiferana OX=7141 GN=MSG28_006463 PE=3 SV=1	TrEMBL
g8.t1	tr|A0A9P0BMR0|A0A9P0BMR0_CHRIL	66.250	160	168	538	95	9.65e-76	243	Carboxylic ester hydrolase OS=Chrysodeixis includens OX=689277 GN=CINC_LOCUS3333 PE=3 SV=1	TrEMBL
g8.t1	tr|A0A5B9D4G7|A0A5B9D4G7_MYTSE	65.839	161	168	554	96	1.40e-75	243	Carboxylic ester hydrolase OS=Mythimna separata OX=271217 PE=2 SV=1	TrEMBL
g8.t1	tr|A0ACC2QSM0|A0ACC2QSM0_9NEOP	66.667	159	168	537	95	1.43e-75	243	Carboxylic ester hydrolase OS=Mythimna loreyi OX=667449 GN=PYW08_003034 PE=3 SV=1	TrEMBL
g9.t1	tr|A0A4C1WIH0|A0A4C1WIH0_EUMVA	78.963	328	342	495	96	0.0	557	Carboxylic ester hydrolase OS=Eumeta variegata OX=151549 GN=B1 PE=3 SV=1	TrEMBL
g9.t1	tr|A0A4C1WG73|A0A4C1WG73_EUMVA	58.358	341	342	541	99	3.17e-148	436	Carboxylic ester hydrolase OS=Eumeta variegata OX=151549 GN=B1 PE=3 SV=1	TrEMBL
g9.t1	tr|A0A4C1WJ16|A0A4C1WJ16_EUMVA	57.522	339	342	540	99	1.96e-139	414	Acetylcholinesterase OS=Eumeta variegata OX=151549 GN=EVAR_42828_1 PE=3 SV=1	TrEMBL
g9.t1	tr|A0A4C1WFL4|A0A4C1WFL4_EUMVA	55.305	311	342	506	91	1.10e-118	360	Esterase B1 OS=Eumeta variegata OX=151549 GN=B1 PE=4 SV=1	TrEMBL
g9.t1	tr|A0ABM3MV07|A0ABM3MV07_GALME	47.813	343	342	546	99	2.18e-102	319	Carboxylic ester hydrolase OS=Galleria mellonella OX=7137 GN=LOC113514079 PE=3 SV=1	TrEMBL
g9.t1	tr|A0A6J1WPH7|A0A6J1WPH7_GALME	47.674	344	342	546	99	2.74e-102	319	Carboxylic ester hydrolase OS=Galleria mellonella OX=7137 GN=LOC113514079 PE=3 SV=1	TrEMBL
g9.t1	tr|A0A7D5UMQ1|A0A7D5UMQ1_9NEOP	45.640	344	342	545	99	1.19e-100	315	Carboxylic ester hydrolase OS=Streltzoviella insularis OX=1206366 PE=2 SV=1	TrEMBL
g9.t1	tr|A0A194PSZ9|A0A194PSZ9_PAPXU	44.023	343	342	541	100	6.74e-98	308	Carboxylic ester hydrolase OS=Papilio xuthus OX=66420 GN=RR46_11602 PE=3 SV=1	TrEMBL
g9.t1	tr|A0A5E4Q6G1|A0A5E4Q6G1_9NEOP	44.023	343	342	537	100	1.49e-97	306	Carboxylic ester hydrolase OS=Leptidea sinapis OX=189913 GN=LSINAPIS_LOCUS5954 PE=3 SV=1	TrEMBL
g9.t1	tr|A0AAV1KUZ5|A0AAV1KUZ5_9NEOP	43.064	346	342	541	100	1.02e-96	305	Carboxylic ester hydrolase OS=Parnassius mnemosyne OX=213953 GN=PARMNEM_LOCUS6732 PE=3 SV=1	TrEMBL
g10.t1	tr|A0A4C1WG73|A0A4C1WG73_EUMVA	67.407	540	541	541	99	0.0	781	Carboxylic ester hydrolase OS=Eumeta variegata OX=151549 GN=B1 PE=3 SV=1	TrEMBL
g10.t1	tr|A0A4C1WFL4|A0A4C1WFL4_EUMVA	77.612	469	541	506	87	0.0	772	Esterase B1 OS=Eumeta variegata OX=151549 GN=B1 PE=4 SV=1	TrEMBL
g10.t1	tr|A0A4C1WJ16|A0A4C1WJ16_EUMVA	62.684	544	541	540	100	0.0	722	Acetylcholinesterase OS=Eumeta variegata OX=151549 GN=EVAR_42828_1 PE=3 SV=1	TrEMBL
g10.t1	tr|A0A7D5UMQ1|A0A7D5UMQ1_9NEOP	55.249	543	541	545	99	0.0	623	Carboxylic ester hydrolase OS=Streltzoviella insularis OX=1206366 PE=2 SV=1	TrEMBL
g10.t1	tr|A0A7D5YS09|A0A7D5YS09_9NEOP	55.659	539	541	538	99	0.0	621	Carboxylic ester hydrolase OS=Streltzoviella insularis OX=1206366 PE=2 SV=1	TrEMBL
g10.t1	tr|A0A8S3W1L2|A0A8S3W1L2_PARAO	53.775	543	541	541	100	0.0	610	Carboxylic ester hydrolase OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS965 PE=3 SV=1	TrEMBL
g10.t1	tr|A0ACC0JF48|A0ACC0JF48_CHOFU	53.903	538	541	535	99	0.0	608	Carboxylic ester hydrolase OS=Choristoneura fumiferana OX=7141 GN=MSG28_006463 PE=3 SV=1	TrEMBL
g10.t1	tr|A0ACC2QSM0|A0ACC2QSM0_9NEOP	53.346	538	541	537	99	0.0	608	Carboxylic ester hydrolase OS=Mythimna loreyi OX=667449 GN=PYW08_003034 PE=3 SV=1	TrEMBL
g10.t1	tr|A0ABM3MV07|A0ABM3MV07_GALME	53.775	543	541	546	99	0.0	605	Carboxylic ester hydrolase OS=Galleria mellonella OX=7137 GN=LOC113514079 PE=3 SV=1	TrEMBL
g10.t1	tr|A0A8S3W198|A0A8S3W198_PARAO	54.089	538	541	540	99	0.0	605	Carboxylic ester hydrolase OS=Parnassius apollo OX=110799 GN=PAPOLLO_LOCUS943 PE=3 SV=1	TrEMBL
g11.t1	tr|A0A4C1WJ16|A0A4C1WJ16_EUMVA	80.370	540	539	540	100	0.0	938	Acetylcholinesterase OS=Eumeta variegata OX=151549 GN=EVAR_42828_1 PE=3 SV=1	TrEMBL
g11.t1	tr|A0A4C1WG73|A0A4C1WG73_EUMVA	66.357	538	539	541	99	0.0	768	Carboxylic ester hydrolase OS=Eumeta variegata OX=151549 GN=B1 PE=3 SV=1	TrEMBL
g11.t1	tr|A0A7D5YS09|A0A7D5YS09_9NEOP	56.238	537	539	538	99	0.0	618	Carboxylic ester hydrolase OS=Streltzoviella insularis OX=1206366 PE=2 SV=1	TrEMBL
g11.t1	tr|A0A7D5UMQ1|A0A7D5UMQ1_9NEOP	55.268	541	539	545	99	0.0	616	Carboxylic ester hydrolase OS=Streltzoviella insularis OX=1206366 PE=2 SV=1	TrEMBL
g11.t1	tr|A0ABM3MV07|A0ABM3MV07_GALME	54.128	545	539	546	99	0.0	608	Carboxylic ester hydrolase OS=Galleria mellonella OX=7137 GN=LOC113514079 PE=3 SV=1	TrEMBL
g11.t1	tr|A0A6J1WPH7|A0A6J1WPH7_GALME	53.945	545	539	546	99	0.0	607	Carboxylic ester hydrolase OS=Galleria mellonella OX=7137 GN=LOC113514079 PE=3 SV=1	TrEMBL
g11.t1	tr|A0A5B9D4G7|A0A5B9D4G7_MYTSE	52.505	539	539	554	99	0.0	601	Carboxylic ester hydrolase OS=Mythimna separata OX=271217 PE=2 SV=1	TrEMBL
g11.t1	tr|A0AAD7YIM3|A0AAD7YIM3_MYTSE	52.319	539	539	554	99	0.0	600	Carboxylic ester hydrolase OS=Mythimna separata OX=271217 GN=PYW07_003451 PE=3 SV=1	TrEMBL
g11.t1	tr|A0ACC0JF48|A0ACC0JF48_CHOFU	54.291	536	539	535	99	0.0	594	Carboxylic ester hydrolase OS=Choristoneura fumiferana OX=7141 GN=MSG28_006463 PE=3 SV=1	TrEMBL
g11.t1	tr|A0A8B8IGR3|A0A8B8IGR3_VANTA	53.717	538	539	552	99	0.0	592	Carboxylic ester hydrolase OS=Vanessa tameamea OX=334116 GN=LOC113400819 PE=3 SV=2	TrEMBL
g12.t1	tr|A0A4C1WJ28|A0A4C1WJ28_EUMVA	83.660	306	294	353	92	0.0	523	Defective in cullin neddylation protein OS=Eumeta variegata OX=151549 GN=DCUN1D4 PE=4 SV=1	TrEMBL
g12.t1	tr|A0AAV1K0K2|A0AAV1K0K2_9NEOP	82.222	270	294	404	92	1.75e-163	468	Defective in cullin neddylation protein OS=Leptosia nina OX=320188 GN=LNINA_LOCUS14120 PE=4 SV=1	TrEMBL
g12.t1	tr|A0ABN8B0G3|A0ABN8B0G3_CHISP	84.926	272	294	305	92	1.82e-161	459	Defective in cullin neddylation protein OS=Chilo suppressalis OX=168631 GN=CHILSU_LOCUS3113 PE=4 SV=1	TrEMBL
