gene_id	combined_rank	final_score_RNA	annotation_score_before_RNA	final_score	RNA_score	Larva_expression_score	Larva_specificity_score	Larva_TPM	Adult_TPM	Pupa_TPM	Egg_TPM	Non_larval_mean_TPM	Larva_vs_nonLarva_ratio	Larva_expression	Highest_expression_stage	Larva_stage_dominant	RNA_matched	rank	decision	reason	sequence_length	best_hit_accession	best_hit_species	best_hit_taxid	best_hit_lineage	best_identity_pct	best_query_coverage_pct	best_evalue	best_bitscore	qualifying_hits	total_blast_hits	arthropod_fraction	bacterial_fraction	fungal_fraction	non_arthropod_eukaryote_fraction	other_prokaryote_fraction	taxonomy_classification	homology_score	taxonomy_score	annotation_score	interpro_score	target_class_score	functional_description	interpro_accessions	interpro_descriptions	pfam	panther	go_terms	functional_keywords	target_class	best_hit_description	TPM_sample_1	NumReads_sample_1	stage_sample_1	TPM_sample_2	NumReads_sample_2	stage_sample_2	TPM_sample_3	NumReads_sample_3	stage_sample_3	TPM_sample_4	NumReads_sample_4	stage_sample_4	TPM_sample_5	NumReads_sample_5	stage_sample_5	Larva_log2_TPM	Non_larval_log2_TPM	Egg_log2_TPM	Adult_log2_TPM	Pupa_log2_TPM
g13784	11	86.96341537055172	87.089	87.089	86.25176913701145	68.75294856168574	100.0	510.29785649999997	4.353841	0.197547	0.831743	1.794377	100.0	Very High	Larva	True	True	156	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	258	tr|A0A4C1WEL4|A0A4C1WEL4_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	87.083	93.0	1.03e-149	441.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	94.464	100.0	30.0	100.0	95.0	Serine proteases, trypsin family, serine active site	IPR033116; IPR018114; IPR001254; IPR001314; IPR009003	Serine proteases, trypsin family, serine active site; Serine protease-like, trypsin family, histidine active site; Serine proteases, trypsin domain; Peptidase S1A, chymotrypsin family; Peptidase S1, PA clan	PF00089; Trypsin	PTHR24276; POLYSERASE-RELATED	GO:0004252(InterPro)|GO:0006508(InterPro); GO:0004252(PANTHER)	enzyme; digestion	DIGESTION	tr|A0A4C1WEL4|A0A4C1WEL4_EUMVA trypsin OS=Eumeta variegata OX=151549 GN=EVAR_45636_1 PE=4 SV=1	0.197547	6.0	Pupa	4.353841	133.0	Adult	240.111007	10013.226	Larva	780.484706	39260.103	Larva	0.831743	14.0	Egg	8.998020167641352	1.4825266733383662	0.8732171024334129	2.4205742940183446	0.26008227837173004
g15091	12	86.83424517298438	88.559	88.559	77.06063448656255	53.43439081093759	100.0	126.39888300000001	0.49106	0.0	0.294858	0.2619726666666667	100.0	Very High	Larva	True	True	32	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	263	tr|A0A4C1SD69|A0A4C1SD69_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	79.167	100.0	1.41e-143	412.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Serine proteases, trypsin domain	IPR001254; IPR033116; IPR001314; IPR018114; IPR009003	Serine proteases, trypsin domain; Serine proteases, trypsin family, serine active site; Peptidase S1A, chymotrypsin family; Serine protease-like, trypsin family, histidine active site; Peptidase S1, PA clan	PF00089; Trypsin	PTHR24276; POLYSERASE-RELATED	GO:0004252(InterPro)|GO:0006508(InterPro); GO:0004252(PANTHER)	enzyme; membrane; digestion	DIGESTION	tr|A0A4C1SD69|A0A4C1SD69_EUMVA Trypsin, alkaline C OS=Eumeta variegata OX=151549 GN=EVAR_74357_1 PE=3 SV=1	0.0	0.0	Pupa	0.49106	6.0	Adult	155.944657	2600.003	Larva	96.853109	1960.092	Larva	0.294858	2.0	Egg	6.993208818252571	0.3356806630213344	0.37279389410605185	0.5763383125917215	0.0
g4081	13	86.81366375294795	88.06	88.06	79.75109168631965	57.91848614386609	100.0	190.3491075	1.282861	0.0	0.188102	0.490321	100.0	Very High	Larva	True	True	100	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	299	tr|A0A4C1TF99|A0A4C1TF99_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	68.098	100.0	4.73e-150	431.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	97.7	100.0	30.0	100.0	95.0	Triacylglycerol lipase family	IPR000734; IPR013818; IPR029058	Triacylglycerol lipase family; Lipase; Alpha/Beta hydrolase fold	PF00151; Lipase	PTHR11610; LIPASE	GO:0005615(PANTHER)|GO:0016042(PANTHER)|GO:0016298(InterPro)|GO:0016298(PANTHER)|GO:0017171(PANTHER); GO:0016298(InterPro)	enzyme; digestion	DIGESTION	Lipoprotein lipase OS=Eumeta variegata OX=151549 GN=LPL PE=3 SV=1	0.0	0.0	Pupa	1.282861	62.0	Adult	148.230407	9781.0	Larva	232.467808	18474.0	Larva	0.188102	5.0	Egg	7.580063361707045	0.5756231060099046	0.24865869857746384	1.1908430186884638	0.0
g4085	14	86.74983607209754	87.777	87.777	80.9292404806503	59.882067467750474	100.0	227.65781850000002	1.891087	0.348749	0.0	0.7466119999999999	100.0	Very High	Larva	True	True	114	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	336	tr|A0A4C1TID5|A0A4C1TID5_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	85.373	96.0	0.0	579.0	11	11	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	96.755	100.0	30.0	100.0	95.0	Lipase, N-terminal	IPR033906; IPR000734; IPR029058; IPR013818	Lipase, N-terminal; Triacylglycerol lipase family; Alpha/Beta hydrolase fold; Lipase	PF00151; Lipase	PTHR11610; LIPASE	GO:0006629(InterPro); GO:0016298(InterPro); GO:0005615(PANTHER)|GO:0016042(PANTHER)|GO:0016298(InterPro)|GO:0016298(PANTHER)|GO:0017171(PANTHER)	enzyme; digestion	DIGESTION	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1	0.348749	11.0	Pupa	1.891087	60.0	Adult	261.116707	11310.0	Larva	194.19893	10144.529	Larva	0.0	0.0	Egg	7.837046439854792	0.8045591572840629	0.0	1.5316120237509765	0.4316218900594826
g4083	15	86.72697111061952	87.777	87.777	80.7768074041301	62.2331951189436	96.09222583190986	282.0179055	26.649884	0.057428	0.673757	9.127023	27.946801888373315	Very High	Larva	True	True	113	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	336	tr|A0A4C1TID5|A0A4C1TID5_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	84.478	96.0	0.0	577.0	11	11	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	96.755	100.0	30.0	100.0	95.0	Lipase, N-terminal	IPR033906; IPR000734; IPR029058; IPR013818	Lipase, N-terminal; Triacylglycerol lipase family; Alpha/Beta hydrolase fold; Lipase	PF00151; Lipase	PTHR11610; LIPASE	GO:0006629(InterPro); GO:0005615(PANTHER)|GO:0016042(PANTHER)|GO:0016298(InterPro)|GO:0016298(PANTHER)|GO:0017171(PANTHER); GO:0016298(InterPro)	enzyme; digestion	DIGESTION	Pancreatic triacylglycerol lipase OS=Eumeta variegata OX=151549 GN=PNLIP PE=3 SV=1	0.057428	2.0	Pupa	26.649884	933.927	Adult	301.904383	14444.01	Larva	262.131428	15119.171	Larva	0.673757	13.002	Egg	8.144749519718399	3.340138228122906	0.7430900892130174	4.789201522798492	0.08055943395587081
g15564	16	86.674654218357	88.559	88.559	75.99669478904667	51.661157981744466	100.0	107.46889200000001	0.343144	0.0	0.479503	0.2742156666666667	85.12600718821278	Very High	Larva	True	True	47	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	430	tr|A0A4C1SSS0|A0A4C1SSS0_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	81.163	100.0	0.0	722.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Peptidase M14, carboxypeptidase A	IPR000834; IPR003146; IPR057246; IPR036990	Peptidase M14, carboxypeptidase A; Carboxypeptidase, activation peptide; Zinc carboxypeptidases, zinc-binding region 1; Metallocarboxypeptidase-like, propeptide	PF02244; Carboxypeptidase activation peptide; PF00246; Zinc carboxypeptidase	PTHR11705; PROTEASE FAMILY M14 CARBOXYPEPTIDASE A,B	GO:0004181(InterPro)|GO:0006508(InterPro)|GO:0008270(InterPro); GO:0004181(PANTHER)|GO:0005615(PANTHER)|GO:0006508(PANTHER)	enzyme; digestion	DIGESTION	tr|A0A4C1SSS0|A0A4C1SSS0_EUMVA Carboxypeptidase B OS=Eumeta variegata OX=151549 GN=Cpb1 PE=3 SV=1	0.0	0.0	Pupa	0.343144	13.0	Adult	105.85389	5475.0	Larva	109.083894	6800.0	Larva	0.479503	10.0	Egg	6.76113753850683	0.349609480810839	0.5651126218990088	0.42561398603790596	0.0
g14301	17	86.55091787370405	88.349	88.349	76.3617858246937	52.26964304115616	100.0	113.624595	1.254323	0.0	0.235114	0.49647900000000006	76.59619346479302	Very High	Larva	True	True	57	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	188	tr|A0A4C1SD49|A0A4C1SD49_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	85.106	99.0	4.72e-115	337.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	30.0	100.0	95.0	Serine protease-like, trypsin family, histidine active site	IPR018114; IPR001314; IPR001254; IPR009003	Serine protease-like, trypsin family, histidine active site; Peptidase S1A, chymotrypsin family; Serine proteases, trypsin domain; Peptidase S1, PA clan	PF00089; Trypsin	PTHR24276; POLYSERASE-RELATED	GO:0004252(InterPro)|GO:0006508(InterPro); GO:0004252(PANTHER)	enzyme; digestion	DIGESTION	tr|A0A4C1SD49|A0A4C1SD49_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_74344_1 PE=3 SV=1	0.0	0.0	Pupa	1.254323	29.0	Adult	138.342847	4366.0	Larva	88.906343	3389.001	Larva	0.235114	3.0	Egg	6.840772826168457	0.5815720337251333	0.30464420751386634	1.1726942400500593	0.0
g8855	18	86.38432338235478	88.474	88.474	74.54282254903184	69.39540028340939	69.76395594746553	540.9818885	20.673777	48.767898	72.453479	47.298384666666664	11.221532401973914	Very High	Larva	True	True	52	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	367	tr|A0A4C1V1Z8|A0A4C1V1Z8_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	69.674	100.0	0.0	563.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.079	100.0	30.0	100.0	95.0	Serpin family	IPR000215; IPR023796; IPR042178; IPR023795; IPR036186; IPR042185	Serpin family; Serpin domain; Serpin superfamily, domain 1; Serpin, conserved site; Serpin superfamily; Serpin superfamily, domain 2	PF00079; Serpin (serine protease inhibitor)	PTHR11461; SERINE PROTEASE INHIBITOR, SERPIN	GO:0004867(InterPro)|GO:0005615(InterPro)|GO:0005615(PANTHER)	enzyme; digestion	DIGESTION	Serine protease inhibitor 77Ba OS=Eumeta variegata OX=151549 GN=Spn77Ba PE=3 SV=1	48.767898	216.0	Pupa	20.673777	90.0	Adult	718.020469	4259.0	Larva	363.943308	2670.0	Larva	72.453479	179.0	Egg	9.082100831376357	5.59390303400308	6.198758918101646	4.43787868276054	5.637143549432606
g13775	19	86.25516212655728	86.459	86.459	85.10008084371523	66.83346807285874	100.0	428.587669	22.773907	0.0	0.417555	7.7304873333333335	49.20546271911053	Very High	Larva	True	True	347	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	258	tr|A0A4C1WGE0|A0A4C1WGE0_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	96.104	90.0	2.1900000000000003e-163	460.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	92.364	100.0	30.0	100.0	95.0	Peptidase S1A, chymotrypsin family	IPR001314; IPR018114; IPR009003; IPR001254	Peptidase S1A, chymotrypsin family; Serine protease-like, trypsin family, histidine active site; Peptidase S1, PA clan; Serine proteases, trypsin domain	PF00089; Trypsin	PTHR24276; POLYSERASE-RELATED	GO:0004252(InterPro)|GO:0006508(InterPro); GO:0004252(PANTHER)	enzyme; digestion	DIGESTION	tr|A0A4C1WGE0|A0A4C1WGE0_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_45627_1 PE=3 SV=1	0.0	0.0	Pupa	22.773907	96.0	Adult	490.327887	2816.025	Larva	366.847451	2608.273	Larva	0.417555	1.0	Egg	8.746808772185878	3.126062186931487	0.5034047116669083	4.571307109919482	0.0
g19136	20	86.1512345357921	88.167	88.167	74.72856357194743	49.547605953245736	100.0	88.5441385	4.331768	0.0	0.068165	1.4666443333333332	36.30200645059895	High	Larva	True	True	83	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	538	tr|A0A4C1SUX7|A0A4C1SUX7_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	81.818	100.0	0.0	925.0	11	11	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.555	100.0	30.0	97.0	95.0	Peptidase M17, leucyl aminopeptidase, C-terminal	IPR000819; IPR011356	Peptidase M17, leucyl aminopeptidase, C-terminal; Peptidase M17, leucine aminopeptidase/peptidase B	PF00883; Cytosol aminopeptidase family, catalytic domain	PTHR11963; LEUCINE AMINOPEPTIDASE-RELATED	GO:0006508(InterPro)|GO:0046872(InterPro); GO:0005737(InterPro)|GO:0005737(PANTHER)|GO:0006508(PANTHER)|GO:0008233(PANTHER)|GO:0019538(InterPro)|GO:0030145(InterPro); GO:0005737(InterPro)|GO:0019538(InterPro)|GO:0030145(InterPro)	enzyme; digestion	DIGESTION	tr|A0A4C1SUX7|A0A4C1SUX7_EUMVA Aminopeptidase W07G4.4 OS=Eumeta variegata OX=151549 GN=lap-2 PE=3 SV=1	0.0	0.0	Pupa	4.331768	410.606	Adult	66.51677	8609.301	Larva	110.571507	17213.328	Larva	0.068165	3.548	Egg	6.4845270923275224	1.302549707722414	0.09513451808853565	2.4146140061336836	0.0
g14299	21	85.8339883804374	87.187	87.187	78.16692253624936	55.27820422708226	100.0	149.59366899999998	0.78344	0.130925	0.156991	0.35711866666666675	100.0	Very High	Larva	True	True	143	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	263	tr|A0A4C1SD49|A0A4C1SD49_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	64.773	100.0	1.6000000000000002e-123	361.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	94.79	100.0	30.0	100.0	95.0	Serine protease-like, trypsin family, histidine active site	IPR018114; IPR009003; IPR001254; IPR033116; IPR001314	Serine protease-like, trypsin family, histidine active site; Peptidase S1, PA clan; Serine proteases, trypsin domain; Serine proteases, trypsin family, serine active site; Peptidase S1A, chymotrypsin family	PF00089; Trypsin	PTHR24276; POLYSERASE-RELATED	GO:0004252(InterPro)|GO:0006508(InterPro); GO:0004252(PANTHER)	enzyme; membrane; digestion	DIGESTION	tr|A0A4C1SD49|A0A4C1SD49_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_74344_1 PE=3 SV=1	0.130925	6.118	Pupa	0.78344	36.868	Adult	159.468382	10245.871	Larva	139.718956	10812.174	Larva	0.156991	4.064	Egg	7.23451730975606	0.44054687575045304	0.21037764205485085	0.8346626802518637	0.17750325672311001
g3686	22	85.38133748499186	86.836	86.836	77.13824989994575	53.5637498332429	100.0	127.902697	0.429669	0.093153	0.541889	0.3549036666666667	95.13790549930854	Very High	Larva	True	True	303	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	262	tr|A0A6J1WV74|A0A6J1WV74_GALME	Galleria mellonella	7137	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	69.835	92.0	2.4299999999999998e-126	367.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	93.619	100.0	30.0	100.0	95.0	Serine proteases, trypsin domain	IPR001254; IPR018114; IPR001314; IPR009003; IPR033116	Serine proteases, trypsin domain; Serine protease-like, trypsin family, histidine active site; Peptidase S1A, chymotrypsin family; Peptidase S1, PA clan; Serine proteases, trypsin family, serine active site	PF00089; Trypsin	PTHR24276; POLYSERASE-RELATED	GO:0004252(PANTHER); GO:0004252(InterPro)|GO:0006508(InterPro)	enzyme; membrane; digestion	DIGESTION	Trypsin, alkaline C-like OS=Galleria mellonella OX=7137 GN=LOC113516381 PE=3 SV=1	0.093153	7.75	Pupa	0.429669	36.042	Adult	125.282872	14349.57	Larva	130.522522	17984.33	Larva	0.541889	24.967	Egg	7.010138638950009	0.4381902799460366	0.6246989099263722	0.515681169847101	0.12849533778333386
g94	23	85.04228484692325	88.559	88.559	65.11423231282166	38.743578945696754	92.17021236350902	32.603824	0.450073	0.031194	0.651206	0.377491	24.394949948856294	High	Larva	True	True	35	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	328	tr|A0A4C1W5T8|A0A4C1W5T8_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	85.41	100.0	0.0	588.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	95.0	Peptidase M1 family aminopeptidases	IPR050344; IPR024571	Peptidase M1 family aminopeptidases; ERAP1-like C-terminal domain	PF11838; ERAP1-like C-terminal domain	PTHR11533; PROTEASE M1 ZINC METALLOPROTEASE	GO:0005615(PANTHER)|GO:0005737(PANTHER)|GO:0006508(PANTHER)|GO:0008270(PANTHER)|GO:0016020(PANTHER)|GO:0042277(PANTHER)|GO:0043171(PANTHER)|GO:0070006(PANTHER)	enzyme; digestion	DIGESTION	Aminopeptidase OS=Eumeta variegata OX=151549 GN=EVAR_95141_1 PE=3 SV=1	0.031194	0.934	Pupa	0.450073	13.558	Adult	26.85159	1104.249	Larva	38.356058	1902.751	Larva	0.651206	10.81	Egg	5.070553510984381	0.46204289280893024	0.7235201182154462	0.5361255306450354	0.04431577451872958
g4994	24	84.83719506809214	87.059	87.059	72.24696712061434	100.0	18.117417801535872	8703.031348	4017.159674	2214.440843	7701.696418	4644.4323116666665	1.873675206964152	Very High	Larva	True	True	184	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	153	tr|A0A4C1VV52|A0A4C1VV52_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	97.386	100.0	3.86e-109	315.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.364	100.0	30.0	100.0	85.0	Nucleoside diphosphate kinase-like domain	IPR034907; IPR036850; IPR023005; IPR001564	Nucleoside diphosphate kinase-like domain; Nucleoside diphosphate kinase-like domain superfamily; Nucleoside diphosphate kinase, active site; Nucleoside diphosphate kinase	PF00334; Nucleoside diphosphate kinase	PTHR11349; NUCLEOSIDE DIPHOSPHATE KINASE	GO:0004550(InterPro)|GO:0006183(InterPro)|GO:0006228(InterPro)|GO:0006241(InterPro)	enzyme	SIGNALING	Nucleoside diphosphate kinase OS=Eumeta variegata OX=151549 GN=awd PE=3 SV=1	2214.440843	2212.0	Pupa	4017.159674	3712.0	Adult	10589.754482	13737.0	Larva	6816.308214	12103.753	Larva	7701.696418	4399.0	Egg	13.087468037197342	12.181597147120547	12.911147850977223	11.972319179821108	11.113378088962824
g3621	25	84.73019123778349	88.637	88.637	62.5916082518898	37.0054293245426	88.47087664291061	27.701888	0.951708	0.009078	0.051689	0.3374916666666667	21.45948921800136	High	Larva	True	True	18	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	952	tr|A0A4C1W5T8|A0A4C1W5T8_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	86.149	100.0	0.0	1704.0	12	12	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.624	100.0	30.0	100.0	95.0	Aminopeptidase N-type	IPR034016; IPR014782; IPR045357; IPR042097; IPR050344; IPR027268; IPR024571; IPR001930	Aminopeptidase N-type; Peptidase M1, membrane alanine aminopeptidase; Aminopeptidase N-like , N-terminal domain; Aminopeptidase N-like , N-terminal domain superfamliy; Peptidase M1 family aminopeptidases; Peptidase M4/M1, CTD superfamily; ERAP1-like C-terminal domain; Peptidase M1, alanine aminopeptidase/leukotriene A4 hydrolase	PF01433; Peptidase family M1 domain; PF17900; Peptidase M1 N-terminal domain; PF11838; ERAP1-like C-terminal domain	PTHR11533; PROTEASE M1 ZINC METALLOPROTEASE	GO:0008237(InterPro)|GO:0008270(InterPro); GO:0005615(PANTHER)|GO:0005737(PANTHER)|GO:0006508(PANTHER)|GO:0008270(PANTHER)|GO:0016020(PANTHER)|GO:0042277(PANTHER)|GO:0043171(PANTHER)|GO:0070006(PANTHER); GO:0006508(InterPro)	enzyme; digestion	DIGESTION	Aminopeptidase OS=Eumeta variegata OX=151549 GN=EVAR_95141_1 PE=3 SV=1	0.009078	1.035	Pupa	0.951708	109.444	Adult	25.448318	3996.075	Larva	29.955458	5656.289	Larva	0.051689	3.263	Egg	4.843073734877164	0.4195299027316334	0.07270814142530717	0.9647372237697652	0.013037696608671432
g7361	26	84.39472232410246	86.099	86.099	74.73714882734969	49.561914712249475	100.0	88.6604445	3.024985	0.096411	1.564905	1.5621003333333334	34.99489982242434	High	Larva	True	True	426	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	153	tr|A0A4C1TWG3|A0A4C1TWG3_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	76.974	99.0	2.82e-79	243.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	98.664	100.0	10.0	100.0	100.0	Chitin binding domain	IPR002557; IPR051940; IPR036508	Chitin binding domain; Chitin-binding developmental regulator; Chitin binding domain superfamily	PF01607; Chitin binding Peritrophin-A domain	PTHR23301; CHITIN BINDING PERITROPHIN-A	GO:0005576(InterPro)|GO:0008061(InterPro); GO:0008061(InterPro)	development	CHITIN	Chitin-binding type-2 domain-containing protein OS=Eumeta variegata OX=151549 GN=EVAR_14750_1 PE=4 SV=1	0.096411	2.0	Pupa	3.024985	63.0	Adult	83.229879	2366.0	Larva	94.09101	3232.668	Larva	1.564905	18.0	Egg	6.486399746588657	1.3573269735593971	1.3589053916931395	2.0089834067139782	0.13278870752463073
g13776	27	84.23758974118502	86.879	86.879	69.26959827456676	40.44933045761127	100.0	38.227492	0.144054	0.0	0.0	0.048018	37.430170092498415	High	Larva	True	True	244	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	250	tr|A0A4C1WGE0|A0A4C1WGE0_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	88.261	92.0	2.17e-151	430.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	93.764	100.0	30.0	100.0	95.0	Serine proteases, trypsin domain	IPR001254; IPR009003; IPR018114; IPR001314	Serine proteases, trypsin domain; Peptidase S1, PA clan; Serine protease-like, trypsin family, histidine active site; Peptidase S1A, chymotrypsin family	PF00089; Trypsin	PTHR24276; POLYSERASE-RELATED	GO:0004252(InterPro)|GO:0006508(InterPro); GO:0004252(PANTHER)	enzyme; digestion	DIGESTION	tr|A0A4C1WGE0|A0A4C1WGE0_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_45627_1 PE=3 SV=1	0.0	0.0	Pupa	0.144054	1.0	Adult	24.612725	232.995	Larva	51.842259	600.446	Larva	0.0	0.0	Egg	5.293793194900204	0.06766349577586551	0.0	0.19415514975055606	0.0
g6193	28	84.13155750450123	88.605	88.605	58.78205003000821	36.772472267640964	79.29641667355907	27.101701	2.049993	0.305274	0.043864	0.7997103333333334	15.614568900069287	High	Larva	True	True	22	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	415	tr|A0A4C1ZXS9|A0A4C1ZXS9_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	82.169	100.0	0.0	729.0	11	12	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	99.516	100.0	30.0	100.0	95.0	Peptidase M14, carboxypeptidase A	IPR000834; IPR036990; IPR003146	Peptidase M14, carboxypeptidase A; Metallocarboxypeptidase-like, propeptide; Carboxypeptidase, activation peptide	PF00246; Zinc carboxypeptidase; PF02244; Carboxypeptidase activation peptide	PTHR11705; PROTEASE FAMILY M14 CARBOXYPEPTIDASE A,B	GO:0004181(InterPro)|GO:0006508(InterPro)|GO:0008270(InterPro); GO:0004181(PANTHER)|GO:0005615(PANTHER)|GO:0006508(PANTHER)	enzyme; digestion	DIGESTION	Zinc carboxypeptidase A 1 OS=Eumeta variegata OX=151549 GN=EVAR_70481_1 PE=3 SV=1	0.305274	15.621	Pupa	2.049993	105.669	Adult	26.797504	1885.946	Larva	27.405898	2322.517	Larva	0.043864	1.243	Egg	4.812585554514768	0.8477647208368144	0.06193376238058825	1.6088059315683518	0.3843526856827061
g13777	29	84.12407276789914	86.459	86.459	70.89281845266092	43.15469742110153	100.0	49.138858	0.989365	0.0	0.11858	0.369315	36.61601457663138	High	Larva	True	True	348	KEEP	Strong arthropod homology with multiple qualifying hits and strong combined evidence.	258	tr|A0A4C1WGE0|A0A4C1WGE0_EUMVA	Eumeta variegata	151549	Eukaryota; Metazoa; Arthropoda; Insecta; Lepidoptera	91.342	90.0	8.030000000000001e-154	436.0	10	10	1.0	0.0	0.0	0.0	0.0	KEEP_ARTHROPOD	92.364	100.0	30.0	100.0	95.0	Serine proteases, trypsin domain	IPR001254; IPR018114; IPR001314; IPR009003	Serine proteases, trypsin domain; Serine protease-like, trypsin family, histidine active site; Peptidase S1A, chymotrypsin family; Peptidase S1, PA clan	PF00089; Trypsin	PTHR24276; POLYSERASE-RELATED	GO:0004252(InterPro)|GO:0006508(InterPro); GO:0004252(PANTHER)	enzyme; digestion	DIGESTION	tr|A0A4C1WGE0|A0A4C1WGE0_EUMVA Trypsin CFT-1 OS=Eumeta variegata OX=151549 GN=EVAR_45627_1 PE=3 SV=1	0.0	0.0	Pupa	0.989365	15.299	Adult	60.317226	1272.945	Larva	37.96049	970.297	Larva	0.11858	1.015	Egg	5.647857231535888	0.45345436526834265	0.16166844055076807	0.9923079998415072	0.0
